time,open,high,low,close,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Basis,Upper,Lower,Volume,Volume MA,Histogram,MACD,Signal
2017-08-17T00:00:00Z,301.13,312.18,298,302,NaN,NaN,293.96,NaN,NaN,NaN,NaN,NaN,7030.71034,NaN,NaN,NaN,NaN
2017-08-18T00:00:00Z,302,311.79,283.94,293.96,NaN,NaN,276.91,NaN,NaN,NaN,NaN,NaN,9537.84646,NaN,NaN,NaN,NaN
2017-08-19T00:00:00Z,293.96,299.9,278,290.91,NaN,NaN,215.21,NaN,NaN,NaN,NaN,NaN,2146.19773,NaN,NaN,NaN,NaN
2017-08-20T00:00:00Z,290.91,300.53,282.85,299.1,NaN,NaN,253,NaN,NaN,NaN,NaN,NaN,2510.13871,NaN,NaN,NaN,NaN
2017-08-21T00:00:00Z,299.1,346.52,294.6,323.29,NaN,NaN,249.31,NaN,NaN,NaN,NaN,NaN,5219.44542,NaN,NaN,NaN,NaN
2017-08-22T00:00:00Z,323.29,330.41,144.21,309.8,NaN,NaN,257.55,NaN,NaN,NaN,NaN,NaN,7956.35088,NaN,NaN,NaN,NaN
2017-08-23T00:00:00Z,312.25,324.99,309.41,315.74,NaN,NaN,294.57,NaN,NaN,NaN,NaN,NaN,8665.72569,NaN,NaN,NaN,NaN
2017-08-24T00:00:00Z,315.74,328.04,314.01,323.42,NaN,NaN,284,NaN,NaN,NaN,NaN,NaN,6753.27192,NaN,NaN,NaN,NaN
2017-08-25T00:00:00Z,323.42,338.28,323.42,327.24,245.365,NaN,282,NaN,NaN,NaN,NaN,NaN,7125.96962,NaN,NaN,NaN,NaN
2017-08-26T00:00:00Z,327.24,335.44,323.41,330.79,245.365,NaN,257,NaN,NaN,NaN,NaN,NaN,4877.68521,NaN,NaN,NaN,NaN
2017-08-27T00:00:00Z,332.18,348.13,330.73,348.13,246.17000000000002,NaN,264,NaN,NaN,NaN,NaN,NaN,4635.43715,NaN,NaN,NaN,NaN
2017-08-28T00:00:00Z,348.11,351,331.95,346,247.60500000000002,NaN,285.93,NaN,NaN,NaN,NaN,NaN,4279.1817,NaN,NaN,NaN,NaN
2017-08-29T00:00:00Z,346,377.6,346,374.7,260.90500000000003,NaN,282,NaN,NaN,NaN,NaN,NaN,3032.13425,NaN,NaN,NaN,NaN
2017-08-30T00:00:00Z,374.7,393.71,362.05,385.93,268.96,NaN,294.42,NaN,NaN,NaN,NaN,NaN,4446.59608,NaN,NaN,NaN,NaN
2017-08-31T00:00:00Z,384.64,389.36,377.78,384.79,351.56,NaN,287.9,NaN,NaN,NaN,NaN,NaN,4433.61656,NaN,NaN,NaN,NaN
2017-09-01T00:00:00Z,384.79,394.39,383.18,388.46,354.2,NaN,309.74,NaN,NaN,NaN,NaN,NaN,4198.68434,NaN,NaN,NaN,NaN
2017-09-02T00:00:00Z,388.46,394.32,320.08,343.14,357.235,NaN,302.44,NaN,NaN,NaN,NaN,NaN,8240.32724,NaN,NaN,NaN,NaN
2017-09-03T00:00:00Z,343.14,367.28,320.08,341.77,357.235,NaN,292.22,NaN,NaN,NaN,NaN,NaN,5253.62211,NaN,NaN,NaN,NaN
2017-09-04T00:00:00Z,341.77,344.55,267.94,283.77,331.16499999999996,NaN,304.36,NaN,NaN,NaN,NaN,NaN,6737.81061,NaN,NaN,NaN,NaN
2017-09-05T00:00:00Z,286.81,321.52,235.55,312.09,314.97,NaN,303.95,NaN,NaN,331.2515,NaN,NaN,8344.41924,5771.258562999999,NaN,NaN,NaN
2017-09-06T00:00:00Z,313.29,336.34,312.09,335,314.97,NaN,296.5,NaN,NaN,332.90150000000006,NaN,NaN,5486.30988,5694.03854,NaN,NaN,NaN
2017-09-07T00:00:00Z,335,342.5,320.17,334.49,314.97,NaN,292.48,NaN,NaN,334.928,NaN,NaN,3103.89745,5372.3410895,NaN,NaN,NaN
2017-09-08T00:00:00Z,334.49,335.1,272,302.99,314.97,NaN,291.99,NaN,NaN,335.53200000000004,NaN,NaN,4915.75693,5510.8190495,NaN,NaN,NaN
