,BTC_open,BTC_close,BTC_vol,ETH_open,ETH_close,ETH_vol,XRP_open,XRP_close,XRP_vol
1/08/2017,2854.1,2731.3,42207.07888,200.82,225.97,350720.6867,0.1645,0.17733,7378164.375
2/08/2017,2731.9,2702,23361.29902,225.98,218,158893.0998,0.17733,0.172,5617927.976
3/08/2017,2702.2,2790.3,16850.84307,218.01,224.79,96534.51862,0.1709,0.17438,2977860.238
4/08/2017,2790.4,2860,18974.32062,224.77,220.73,83395.61667,0.17438,0.17383,3169015.958
5/08/2017,2860,3252.3,49859.80736,220.73,253.87,234383.2943,0.17383,0.18444,9223087.312
6/08/2017,3252.3,3232.1,16905.76153,253.88,264.29,209684.4546,0.18444,0.17959,3862002.253
7/08/2017,3232,3396,24521.68716,264.31,269.51,146158.3992,0.18048,0.17722,6134620.97
8/08/2017,3395.9,3415,31349.62007,269.5,295.83,207869.9798,0.17883,0.196,11662541.65
9/08/2017,3415,3340.4,26165.76495,295.8,293.99,398976.778,0.196,0.18396,6009050.18
10/08/2017,3340.3,3405,18576.05408,293.99,295.97,155662.6092,0.1835,0.17998,4859882.932
11/08/2017,3404.9,3643.4,26275.77181,295.91,308.81,130411.9096,0.18001,0.17716,10269311.49
12/08/2017,3642.4,3866.2,37513.45157,308.82,307.22,157107.6176,0.17725,0.17051,7259089.533
13/08/2017,3865.7,4061.6,47787.69903,307.19,296.64,164524.3178,0.1719,0.16607,8467130.514
14/08/2017,4061,4320.8,34037.58334,296.76,298.22,106160.3207,0.16594,0.16792,6447112.777
15/08/2017,4321,4151.8,63314.51331,298.6,286,178012.1497,0.16792,0.1573,11072129.05
16/08/2017,4151.9,4386.4,35134.06067,286,301.34,150056.7367,0.15877,0.1606,12067539.72
17/08/2017,4386.3,4263,39287.81517,301.32,299,134283.5439,0.16036,0.15744,7189371.478
18/08/2017,4262.9,4090.1,45819.10467,299.22,292,163920.0929,0.15742,0.15674,15025281.85
19/08/2017,4090.1,4145,41315.74075,292,292.78,158133.4627,0.1571,0.1527,8759387.569
20/08/2017,4145.1,4063.1,24085.49744,292.78,298.37,86882.51832,0.15216,0.15805,7752454.646
21/08/2017,4059.6,3998.2,26316.9768,298.37,322.24,328041.5342,0.15815,0.19599,34181619.36
22/08/2017,3997.6,4081.9,59688.15183,322.24,312.54,242145.1954,0.1952,0.24119,80815069.44
23/08/2017,4083.9,4130.2,26974.83917,312.81,316.5,114943.8153,0.24203,0.24638,94893692.48
24/08/2017,4130.8,4322.1,22037.77761,316.48,325.62,93519.91479,0.24628,0.21787,60140595.42
25/08/2017,4322.1,4351.5,25219.44341,325.55,328.7,106589.6942,0.21682,0.21691,33700578.57
26/08/2017,4351.3,4340.4,14744.771,328.71,332.72,90163.34814,0.2169,0.21,14009811.76
27/08/2017,4341.5,4335.2,11138.04366,332.62,348.01,102477.939,0.2096,0.20121,13994489.05
28/08/2017,4333.8,4385.1,20450.34754,348.01,347.09,110428.9201,0.20211,0.225,44201517.4
29/08/2017,4385.2,4587.1,31063.47697,347.19,372,180071.7985,0.22515,0.21955,23561707.46
30/08/2017,4587.1,4568,16893.64184,372.34,382.78,187125.7224,0.21955,0.23191,15966414.48
31/08/2017,4568,4718.3,18019.76468,382.31,387.3,97039.14945,0.2319,0.2586,20504528.09
1/09/2017,4718.2,4907.7,28521.28769,387.3,390.35,131466.7048,0.2585,0.25295,18579871.03
2/09/2017,4909.2,4532.3,53138.57465,390.13,345,301008.6626,0.25292,0.22363,19217240.88
3/09/2017,4534.3,4598.5,32942.52016,345,350.63,212649.2463,0.22446,0.22914,13160565.8
4/09/2017,4598,4205,58239.49053,350.98,295.81,567602.6941,0.22914,0.2024,21004118.42
5/09/2017,4207.5,4375,57063.58227,295.82,316.18,382473.2597,0.20239,0.2155,14322693.28
6/09/2017,4375,4595.8,38903.57663,316.03,337.36,230547.7696,0.2155,0.2315,11189315.09
7/09/2017,4592.6,4613.7,23053.56054,337.08,334.1,166777.8857,0.2315,0.2274,8020831.962
8/09/2017,4613.6,4304,60393.09225,334.45,304,308018.2007,0.227,0.21099,12000024.62
9/09/2017,4304.1,4315.9,31020.53735,303.99,303.08,169574.3705,0.21103,0.21345,4015304.324
10/09/2017,4315.4,4233.9,44910.86124,303.2,297.9,252665.0455,0.21239,0.21651,8722126.86
11/09/2017,4233.5,4198.7,30699.04955,297.84,297.19,173892.1913,0.21604,0.2135,10251537.25
12/09/2017,4200.5,4149.4,39814.84483,297.2,293.9,259175.7927,0.2134,0.20996,10275745.63
13/09/2017,4149.4,3849.7,70407.5474,293.75,275.48,448272.2329,0.20999,0.19688,9061852.777
14/09/2017,3849.7,3235.3,126171.4036,275.48,222.5,637872.0523,0.19689,0.17138,18361425.17
15/09/2017,3235.4,3697.1,180358.2755,222.54,258.68,952403.3012,0.17133,0.18425,21862383.79
16/09/2017,3697,3681.5,69856.13053,258.25,253,308500.6614,0.18259,0.1818,10600621.56
17/09/2017,3679.6,3666.6,36536.19912,252.99,257,197210.6948,0.18136,0.18147,5849874.799
18/09/2017,3666.9,4084.4,57641.11685,257,296.81,377351.0429,0.1815,0.19325,14956665.43
19/09/2017,4084.3,3892.2,47239.9483,296.82,282.63,268007.8007,0.19335,0.18517,11022429.72
20/09/2017,3892.6,3872.4,30194.17537,282.64,283.5,144684.2688,0.18486,0.18141,6857921.039
21/09/2017,3874.8,3596.7,55180.12689,283.58,256.67,290910.343,0.18149,0.17001,10225839.13
22/09/2017,3600,3602.3,47742.49577,256.71,262.19,183917.5569,0.17048,0.17137,6225871.634
23/09/2017,3597.9,3779.6,25122.37306,262.19,285.9,162852.4098,0.17186,0.17897,8401291.531
24/09/2017,3779.3,3654.7,20585.5267,285.9,282,195842.5853,0.17849,0.17554,4398887.609
25/09/2017,3654.4,3930.1,38587.78187,281.93,295.2,184519.5854,0.17572,0.18418,7242124.677
26/09/2017,3930,3881.5,20876.14416,295.06,289.28,104368.4928,0.1851,0.18812,17113368.24
27/09/2017,3881.7,4209.7,45837.46244,289.17,309.75,206315.9061,0.18859,0.21,29011536.03
28/09/2017,4207.5,4190,35758.33514,309.83,302.63,140474.0801,0.21,0.2016,20803759.43
29/09/2017,4190,4168,38391.93605,302.51,292.66,275102.9666,0.2016,0.19647,15349592.2
30/09/2017,4167.6,4367.1,30763.02547,292.74,303.44,131459.4382,0.19683,0.2,19108015.69
1/10/2017,4367.1,4404.3,26951.65001,303.44,304.26,110255.9142,0.19995,0.20938,8001513.011
2/10/2017,4404.3,4400.2,28223.96668,304.24,296.82,134176.4261,0.20938,0.20291,11490508.52
3/10/2017,4400.2,4310.6,27963.24666,296.82,291.69,129900.1059,0.20312,0.20317,7821538.021
4/10/2017,4309.6,4215.9,26137.72954,291.69,291.4,112945.9916,0.20264,0.21309,24014352.74
5/10/2017,4215.9,4312,24928.99542,291.4,295.12,91127.73677,0.21309,0.238,68456898.94
6/10/2017,4311.9,4370,25426.27969,295.09,308.43,107290.4797,0.23805,0.234,46429044.63
7/10/2017,4370,4435.6,14743.36132,308.41,311.46,115677.9085,0.234,0.23912,19089882.02
8/10/2017,4435.9,4611.9,28865.594,311.46,309.82,103029.4644,0.2398,0.28076,68138816.03
9/10/2017,4611.8,4782.3,46939.61002,309.83,297.4,180117.5184,0.28061,0.25,84337011.03
10/10/2017,4782.3,4777.7,42487.35235,297.43,299.32,104702.9851,0.25,0.25805,47920933.98
11/10/2017,4777.1,4824.9,28499.01528,299.32,303.2,115926.0039,0.25802,0.26331,33171389.45
12/10/2017,4824.9,5440,76661.61324,303.32,303.06,186071.4839,0.26331,0.24537,48300913.51
13/10/2017,5440,5636.8,96307.82946,303.2,337.46,405960.8058,0.24537,0.26083,73731793.5
14/10/2017,5636.8,5833.5,36440.6884,337.44,339.24,151103.5336,0.26083,0.25544,75620337.87
15/10/2017,5834.9,5713.9,54806.715,339.24,337.23,244116.6596,0.25544,0.2642,50461338.2
16/10/2017,5712.1,5764.8,31139.13424,337.05,334.46,265924.5605,0.2647,0.2577,149610441.2
17/10/2017,5764.7,5597.1,30896.1403,334.3,315.65,188166.4624,0.2577,0.2288,92166786.6
18/10/2017,5597.2,5567,65702.51543,315.63,313.45,246848.7794,0.2279,0.2168,72291226.14
19/10/2017,5568.1,5694.2,37027.31235,313.42,306.97,118210.2227,0.2169,0.2142,66440291.94
20/10/2017,5694.1,5983.8,59821.86391,306.96,302.61,119323.6154,0.2142,0.208,52246328.09
21/10/2017,5983.7,6005.1,50943.95697,302.57,299.23,103412.1391,0.20739,0.21,32609819.99
22/10/2017,6005.9,5981.3,50221.53172,299.29,293.55,94970.58417,0.21007,0.2016,37480951.29
23/10/2017,5982.4,5907.3,61447.99619,293.52,284.85,166243.9362,0.20175,0.19188,32607442.28
24/10/2017,5907.3,5510,60849.37971,285,296.3,214684.1091,0.19179,0.2041,81868835.88
25/10/2017,5510,5724.1,43788.1205,296.3,295.46,94040.24048,0.20416,0.20229,47821669.63
26/10/2017,5724.2,5890,41667.45798,295.45,295.1,59343.7738,0.20208,0.20167,10825596.56
27/10/2017,5889.9,5759.7,37598.41148,295.02,295.99,68531.51244,0.2018,0.20045,7761919.798
28/10/2017,5759.8,5720.3,25907.63893,296,293.49,69086.10402,0.20001,0.19772,6136817.139
29/10/2017,5719.7,6150,57431.42527,293.59,304.39,162510.7779,0.19772,0.2027,13369669.11
30/10/2017,6150,6130,31713.80176,304.38,307,85154.17768,0.20266,0.2024,9855935.877
31/10/2017,6127.9,6455.1,36830.91408,306.99,303.69,80794.2488,0.2024,0.19826,8683177.484
1/11/2017,6455,6739.6,56055.6031,303.69,288.6,149935.2746,0.19793,0.19149,17803226.94
2/11/2017,6739.2,7018.8,95337.13072,288.84,284.89,259484.3297,0.1913,0.19927,40071902.98
3/11/2017,7018.8,7132,58874.65149,284.88,303.47,218416.9101,0.2,0.20584,62274162.61
4/11/2017,7132,7369.9,47110.17319,303.47,299.48,133006.9453,0.20597,0.20085,11973336.2
5/11/2017,7370,7366.7,42997.14373,299.45,295.63,97351.06758,0.2013,0.19942,11999812.28
6/11/2017,7365.6,6956.5,61143.43293,295.38,296.9,156800.4861,0.19935,0.20189,20416257.69
7/11/2017,6955.2,7102,37281.1136,296.67,291.42,210586.7184,0.201,0.20543,16888873.85
8/11/2017,7102.1,7446.1,91785.78225,291.39,307.5,335491.2941,0.20544,0.21692,41510724.77
9/11/2017,7446,7126.4,48054.02133,307.52,319.52,247019.7404,0.21746,0.21628,32825406.81
10/11/2017,7126.4,6548,82742.58965,319.52,296.18,350154.1568,0.2163,0.20292,35510894.46
11/11/2017,6545,6302.7,71085.46989,296.12,313.07,279321.2606,0.20295,0.20828,32695518.94
12/11/2017,6299,5810.7,167568.4773,313.25,303.9,488236.3993,0.20894,0.19002,92567638.47
13/11/2017,5810,6476.5,109331.3189,303.42,313.22,302764.3506,0.19007,0.2,36457361.64
14/11/2017,6476.6,6590,49289.89239,313.31,334.28,413985.9614,0.2,0.20465,26309890.4
15/11/2017,6590,7265.840952,69199.46086,334.29,330.59,200634.6476,0.2051,0.20848,25950324.99
16/11/2017,7263.5,7865.2,79633.3813,330.89,331.16,193271.0668,0.20867,0.22666,265029890.1
17/11/2017,7867.3,7675.9,74646.03702,330.91,331,193194.1398,0.2267,0.22379,83291052.52
18/11/2017,7674.1,7773.3,40031.96714,331.09,346.68,209640.7041,0.22419,0.22743,33307918.27
19/11/2017,7773.2,8052.7,36491.61619,346.89,354.7,329453.3673,0.22743,0.23264,41747972.86
20/11/2017,8052.6,8248.8,37370.17693,354.71,367.94,197459.6969,0.23289,0.2411,50542680.43
21/11/2017,8249,8096.9,66282.77959,367.81,359.83,295189.8902,0.241,0.23219,49778240.03
22/11/2017,8096.8,8230,28768.37485,359.83,380.48,192364.6108,0.232,0.23807,39284414.24
23/11/2017,8230.1,7977.1,31237.16782,380.73,405.19,517643.6608,0.23813,0.23878,62232585.59
24/11/2017,7977.734591,8191.7,42228.57927,405.19,469.89,567395.1891,0.23878,0.2406,58390331.15
25/11/2017,8189.5,8753.4,43550.63684,469.9,464,283410.591,0.2406,0.2489,44557872.54
26/11/2017,8753.6,9305.1,66451.15221,464,469.6,215891.0809,0.24828,0.2454,31057850
27/11/2017,9306.6,9723.6,65032.75233,469.54,473.44,339861.5957,0.2455,0.2463,48989785.44
28/11/2017,9722.9,9892.1,45295.702,473.46,465.56,241146.122,0.24719,0.28025,121479129.4
29/11/2017,9895.2,9766.1,160405.7653,465.58,420.34,735354.4264,0.27949,0.23499,126179519.9
30/11/2017,9766.1,9907,124411.9146,421.49,432.21,477387.0025,0.2357,0.23487,62604123.43
1/12/2017,9907,10860,82682.25157,432.01,460.67,266272.6607,0.2349,0.24833,47689834.22
2/12/2017,10861,10880,47105.53043,460.67,455.51,193333.1423,0.24827,0.24399,30683082.62
3/12/2017,10881,11162,68761.61829,455.5,459.49,211344.4318,0.24388,0.24489,47444491.58
4/12/2017,11161,11599,60821.27576,459.31,465,214746.8123,0.24489,0.24647,41838490.92
5/12/2017,11598,11592,46014.61405,465,451.87,237689.7424,0.24638,0.23113,63971018.62
6/12/2017,11591,13509,79897.48246,450.87,413.71,381941.2498,0.23202,0.2149,88011463.78
7/12/2017,13509,16609,134710.4509,413.71,415.02,322522.3299,0.21482,0.20569,77394907.3
8/12/2017,16608,15822,124038.7538,415.03,442.19,319904.1744,0.20509,0.23401,175485962.1
9/12/2017,15843,14661,77819.29896,442.19,460.92,339429.8623,0.23354,0.2361,74467254.01
10/12/2017,14679,14960,107144.7453,460.92,429.24,250282.8489,0.23587,0.22798,59974521.08
11/12/2017,14939,16753,78076.81828,429.2,515.25,301025.2905,0.22844,0.24821,52028813.21
12/12/2017,16753,16972,52033.48317,515.24,633.98,710619.5302,0.24821,0.42385,272178003
13/12/2017,16968,16171,62873.93426,633.98,690.69,759525.1813,0.4238,0.4574,476871940.2
14/12/2017,16176,16384,45731.14775,690.69,686.51,502423.5678,0.45739,0.85999,691292007.9
15/12/2017,16384,17569,63123.54969,686.45,678.29,362345.1512,0.85843,0.73648,388886051
16/12/2017,17569,19210,48267.92074,678.13,683.25,201409.458,0.73648,0.73901,163618774.8
17/12/2017,19209,18960,51803.96369,683.24,708.78,215686.5223,0.73883,0.71097,79960401.21
18/12/2017,18956,18928,53568.50605,709.45,783.99,433464.1368,0.71059,0.75576,159117569.5
19/12/2017,18924,17345,66651.87841,783.99,799.98,532742.4105,0.75575,0.73,176133583.7
20/12/2017,17344,16425,82156.87188,800,794.94,433048.1643,0.73,0.714,128221448.2
21/12/2017,16425,15645,65594.82358,794.45,786.98,343750.9589,0.714,1.125,459522586.9
22/12/2017,15645,13173,178636.9242,786.96,628.19,791449.1422,1.1224,0.98304,497497645.1
23/12/2017,13173,14035,59928.80577,626.67,672.59,240916.3529,0.98798,0.9981,105811669.8
24/12/2017,14036,13477,72382.22428,672.82,659.9,313103.7321,0.99496,0.9681,109266715.1
25/12/2017,13503,13633,45609.49612,659.88,709.81,218745.4206,0.9662,0.9714,53005494.55
26/12/2017,13634,15680,63432.81718,710.33,749.8,150542.1618,0.97149,1.07,64744925.76
27/12/2017,15680,15375,54988.63685,749.79,736.45,168477.612,1.0698,1.2108,185042523.9
28/12/2017,15374,14323,72902.75182,737.15,711.42,258581.1513,1.2103,1.2525,147129663.5
29/12/2017,14324,14304,47997.4431,711.42,731.52,205644.5441,1.2501,1.915,360721916.6
30/12/2017,14304,12384,75442.16786,731.5,683.02,269308.465,1.915,1.835,431531639.6
31/12/2017,12385,13769,43270.25129,682.24,736.77,153786.4545,1.8425,1.9657,141776922.7
1/01/2018,13763,13376,29564.92955,736.77,752.46,123047.1102,1.9652,2.0395,57532145.37
2/01/2018,13375,14722,56192.95273,752.88,858.78,451786.9065,2.0458,2.193,99133678.81
3/01/2018,14717,15150,38358.37345,858.47,942.01,312084.5181,2.1921,2.7317,209500381.7
4/01/2018,15150,15159,46479.98264,942.01,940.81,353034.4262,2.7311,2.7367,276946688.2
5/01/2018,15159,16911,54627.60107,939.42,962.77,302148.3084,2.737,2.4961,201898696.3
6/01/2018,16912,17169,29616.48525,962.74,1004.3,128011.7386,2.4987,2.6424,79060690.57
7/01/2018,17165,16215.35728,30838.08496,1004.9,1115.8,203512.0832,2.6425,2.7665,50990049.13
8/01/2018,16213,14906,64952.71702,1115.8,1129,439390.0703,2.7665,2.3847,138369940
9/01/2018,14911,14425,43436.35228,1129,1283.8,296970.514,2.384,2.0538,120070081.4
10/01/2018,14429,14900,57332.64614,1284,1246.8,380395.6966,2.0537,1.937,210632132
11/01/2018,14900,13254,71695.39342,1246,1135.1,360551.602,1.937,1.92,275891592.3
12/01/2018,13253,13794,37423.47347,1135.2,1257,209155.5713,1.9192,2.015,130695631.6
13/01/2018,13790,14199,29006.20195,1257,1379.9,202787.7919,2.0151,1.9876,53076056.42
14/01/2018,14192,13558,35602.02327,1380,1349.7,176866.791,1.9873,1.8163,54688517.38
15/01/2018,13554,13601,33507.90572,1349.8,1276.9,137558.7959,1.8203,1.657,50342158.16
16/01/2018,13602,11065,131832.5214,1276.1,1019.6,672041.3299,1.657,1.1382,381859881.9
17/01/2018,11065,11108,132242.8879,1019.7,1021.6,686636.7539,1.1349,1.2999,397224654.2
18/01/2018,11113,11030,85205.02454,1021.6,994,374016.2024,1.3004,1.5424,299925674.2
19/01/2018,11031,11476,48550.29999,993.92,1032.6,174907.1162,1.5414,1.53,134316578.5
20/01/2018,11477,12731,46302.63241,1032.6,1146.3,163876.504,1.528,1.5574,80610263.86
21/01/2018,12731,11514,53624.38681,1146.5,1047.7,197618.9954,1.5578,1.36,123745822.4
22/01/2018,11513,10779,66353.71775,1047.7,997.52,238875.677,1.362,1.3362,155557571.1
23/01/2018,10779,10811,63851.92778,997.44,981.8,228024.6814,1.3363,1.3322,162482159.8
24/01/2018,10812,11391,43857.62789,981.81,1061.6,173282.599,1.3297,1.3507,97216560.49
25/01/2018,11390,11147,34411.83155,1061.6,1048.2,162053.4951,1.3506,1.2995,51817740.51
26/01/2018,11147,11070,56747.00561,1047.7,1046.9,138706.7493,1.2964,1.2058,97260052.07
27/01/2018,11069,11458,34400.30046,1046.1,1113.9,105775.2832,1.2059,1.2187,47740891.24
28/01/2018,11458,11828,29622.6245,1113.5,1245.5,189342.6814,1.2197,1.3677,58930046.8
29/01/2018,11835,11217.81769,25648.29835,1245.5,1174.3,139630.8311,1.3676,1.2671,45657767.55
30/01/2018,11217.81769,10171,61285.95988,1174.3,1076.9,246828.7586,1.267,1.114,80646063.17
31/01/2018,10171,10267,43232.31053,1076.9,1120,136714.8622,1.1142,1.1419,68049566.38
1/02/2018,10268,9181,78778.32009,1119.8,1035,285589.4004,1.1407,0.954,114139631.2
2/02/2018,9181,8890.9,123340.8154,1035.5,923.13,520780.5632,0.95421,0.8987,315310651.5
3/02/2018,8890,9225.069266,51910.03301,923.77,972.1,211353.8678,0.8985,0.9577,158960146.2
4/02/2018,9223.9,8185.2,74417.19861,972.1,825.3,340168.0305,0.9578,0.81549,124182535.3
5/02/2018,8185.2,6946.6,131291.8001,825.2,698.62,547559.096,0.81473,0.6803,192112182.3
6/02/2018,6948.6,7678.8,192767.5159,697.62,782.99,790355.7934,0.68085,0.76,246347067.1
7/02/2018,7677.2,7586.9,106698.949,781.98,752.88,416880.1188,0.76,0.7157,111198897.5
8/02/2018,7585,8239.7,77616.13732,751.27,813.11,236095.2153,0.7157,0.78,85277420.25
9/02/2018,8239.8,8678.1,63038.20333,813.41,878.01,182418.4463,0.7799,0.92121,130949965.2
10/02/2018,8679.1,8563,68145.76425,878.01,851.03,165702.8402,0.92122,1.0266,313513161.6
11/02/2018,8563,8069.3,52226.57572,851.66,810.46,146897.0416,1.0261,0.95958,161143291.1
12/02/2018,8070.7,8902.9,51386.55107,810.45,866.4,130220.049,0.95952,1.0409,116135481.9
13/02/2018,8902.8,8511.6,39510.97626,866.45,839.83,130395.9303,1.0419,0.984,66336407.45
14/02/2018,8512.1,9455.5,50355.10446,839.99,919.13,199264.6231,0.98489,1.1252,104357560.3
15/02/2018,9452.8,9996,67559.4451,919.09,925.02,205533.873,1.1261,1.1026,85566129.29
16/02/2018,9996,10162,43868.07344,925.03,937.38,134051.9089,1.1048,1.1104,48650669.43
17/02/2018,10161,11062,52814.53069,937.38,973.28,124697.6881,1.1106,1.1769,66245483.53
18/02/2018,11062,10400,69821.77417,973.29,913.13,183921.5749,1.1768,1.069,61907418.55
19/02/2018,10399,11172,50701.38957,913.19,939.19,118326.1136,1.0691,1.1086,29628868.17
20/02/2018,11172,11211,60919.59904,939.18,883.91,150207.7354,1.1086,1.0266,51618367.08
21/02/2018,11212,10450,76960.87307,883.92,837.79,220171.8469,1.0258,0.95115,67063068.4
22/02/2018,10451,9826.5,71231.49169,837.8,802.85,180630.9055,0.94945,0.88906,69951854.38
23/02/2018,9826.4,10144,59075.59264,802.85,852.56,162839.9341,0.88894,0.93779,58135827.51
24/02/2018,10143,9666.3,55697.19406,852.18,831.51,147408.3275,0.93754,0.89947,35626109.24
25/02/2018,9665.6,9583,30561.64547,831.52,838.71,101298.4781,0.89814,0.89892,24376090.78
26/02/2018,9579,10320,45959.25163,839.38,867.76,136579.326,0.90046,0.93027,34997618.68
27/02/2018,10321,10582,39700.54163,867.76,871.73,93670.26222,0.92883,0.925,26977823.48
28/02/2018,10583,10315,43849.47218,871.42,851.26,93593.23518,0.92544,0.8841,27514837.36
1/03/2018,10314,10908,33869.22446,851.25,869.24,90095.37502,0.88485,0.91492,31503243.81
2/03/2018,10920,11024,28855.82863,869.23,854.5,58052.65939,0.9142,0.89694,17554361.64
3/03/2018,11025,11454.95955,30650.73752,854.5,855.29,40499.71347,0.89693,0.89725,23966859.96
4/03/2018,11454,11500,28076.33766,855.3,866.06,45124.15334,0.89722,1.0023,66892103.41
5/03/2018,11500,11402,27673.45863,866.06,848.13,55235.46905,1.0023,0.9396,138843341.6
6/03/2018,11402,10720,44204.3491,848.13,814.45,89396.88868,0.9401,0.90042,81399064.52
7/03/2018,10719,9910.6,75229.12982,814.44,749.2,174359.2989,0.9001,0.85386,90145484.35
8/03/2018,9910.5,9300,67737.89183,749.21,697.3,146739.7099,0.85384,0.8031,49458192.26
9/03/2018,9300,9216.2,98205.16079,697.31,724.61,229744.167,0.80372,0.822,89157988.58
10/03/2018,9216.1,8769.9,52532.10289,724.62,679.68,117938.4158,0.822,0.77343,37462618.41
11/03/2018,8772.5,9527.7,70479.03367,679.6,719.86,139835.8067,0.77355,0.817,47704020.17
12/03/2018,9525.9,9130.2,67561.08137,719.85,696.52,123601.9721,0.81742,0.78192,32432097.21
13/03/2018,9130.2,9135.2,61535.84281,696.51,688.49,131807.9705,0.78257,0.77691,24006673.75
14/03/2018,9136,8176,78853.59718,688.5,610.91,205411.7463,0.77691,0.6854,49094602.49
15/03/2018,8175.6,8250.1,82546.41156,610.92,609.9,223868.6214,0.68539,0.68202,72982271.54
16/03/2018,8249.5,8250,56404.93713,609.9,598.77,133513.1361,0.68197,0.677,52111891.66
17/03/2018,8250,7845,48918.44714,598.77,548.82,141331.8992,0.67701,0.62635,37859458.77
18/03/2018,7838.6,8200.3,88941.82114,548.57,536.73,661848.3648,0.62635,0.6498,108106525.5
19/03/2018,8200.3,8600.2,73251.92028,536.72,554.99,346871.2033,0.64943,0.71945,85067958.15
20/03/2018,8600.2,8899.7,54284.58177,555,556.38,226632.3718,0.71945,0.69915,71515109.26
21/03/2018,8899.8,8888.2,36825.64865,556.38,558.78,166074.4061,0.69938,0.67704,42900615.72
22/03/2018,8888.3,8699.3,40666.5175,558.83,539.19,140280.9188,0.6774,0.65212,34140741.79
23/03/2018,8696,8914.4,35489.49965,539.2,543.85,166154.4054,0.65238,0.63975,33806688.78
24/03/2018,8917.2,8522.6,35409.65531,543.86,518.8,92897.948,0.63979,0.62768,29262893.3
25/03/2018,8521.6,8445,23490.79929,518.8,522.41,66874.84551,0.62768,0.63347,20240651.91
26/03/2018,8445.3,8131.123124,41319.32282,522.41,485.2,178164.0441,0.63348,0.58766,37332579.99
27/03/2018,8133.2,7784.6,41502.25717,485.21,448.22,267227.8118,0.58766,0.56956,34071885.4
28/03/2018,7785,7936,27949.81034,448.2,445.49,132185.0934,0.56936,0.57354,19297768.21
29/03/2018,7936.1,7094,66181.76464,445.37,384.1,389069.7041,0.57276,0.50252,58595689.24
30/03/2018,7094,6840.4,94683.826,384.11,393.08,445836.0242,0.50264,0.49846,70376634.03
31/03/2018,6838,6925.4,56303.61829,393.08,393.37,225876.9639,0.49938,0.50019,34838032.86
1/04/2018,6925.3,6816.6,41642.57345,393.65,378.67,251154.2566,0.50019,0.47818,35109588.38
2/04/2018,6816.7,7053.3,36230.08774,378.67,384.25,163254.4392,0.47824,0.49338,27531993.74
3/04/2018,7053.4,7405.6,37406.45282,384.25,415.44,173231.0897,0.4933,0.5467,51964895.5
4/04/2018,7405.6,6786,39315.73808,415.43,377.99,193737.4134,0.54673,0.48994,40359517.69
5/04/2018,6785.9,6769,36427.95524,378,380.99,147780.8517,0.48984,0.48842,33411523.28
6/04/2018,6770.4,6610,31374.12563,380.99,369.73,116460.7511,0.48902,0.47281,24798668.33
7/04/2018,6610.3,6892.6,31454.18679,369.73,384.16,118299.5762,0.47306,0.48476,23436792.8
8/04/2018,6892.621505,7023.9,26602.66741,384.26,400.33,112297.5025,0.48476,0.49752,16898021.56
9/04/2018,7023.9,6770.1,63914.80194,400.34,398.82,279686.0355,0.49729,0.48595,28533028.94
10/04/2018,6770.1,6837.1,20954.90896,398.8,415.12,120134.2299,0.48644,0.49105,13109332.4
11/04/2018,6836.1,6943.1,28066.77076,415.12,429.74,168074.6676,0.49105,0.53946,40915795.89
12/04/2018,6943.1,7912,94578.84574,429.74,493.55,392510.7211,0.53937,0.64197,139760623.7
13/04/2018,7911.9,7886.9,59903.05842,493.85,495.93,412117.9425,0.6419,0.64307,132374875
14/04/2018,7889.2,8005.903243,26520.47168,495.92,502.44,187293.101,0.64307,0.64,54826990.84
15/04/2018,8007.137199,8357.5,31903.36342,502.45,534.04,242134.0058,0.63999,0.69365,47077094.78
16/04/2018,8357.4,8056.2,37556.90539,534.03,511.29,219551.2916,0.69333,0.66364,41418321.82
17/04/2018,8056.2,7888.9,28238.5319,511.29,503.13,156511.7495,0.66364,0.65471,39339189.56
18/04/2018,7888.9,8171,29561.23299,503.13,525.55,132812.6289,0.65471,0.7139,63659562.9
19/04/2018,8172.7,8273,29215.27811,525.56,566.92,211501.7619,0.714,0.7839,58413631.56
20/04/2018,8273.6,8865.4,50910.48765,566.92,616.44,274778.888,0.7836,0.9226,158034454.5
21/04/2018,8863.3,8912.5,39569.3626,616.44,604.4310002,231367.2189,0.92261,0.86514,106859296.7
22/04/2018,8912.4,8791.4,31444.63143,604.56,621.11,206488.1515,0.86543,0.86222,65787417.59
23/04/2018,8791.4,8940,23257.4047,621.11,643.98,166780.819,0.86155,0.87389,48853625.24
24/04/2018,8940.3,9646.8,60351.43639,643.97,702.98,335721.7581,0.87529,0.92099,120315844.1
25/04/2018,9646.9,8869.2,74563.78705,702.99,618.09,675420.6797,0.9201,0.79578,146108339.2
26/04/2018,8867.4,9269.9,43219.82518,617.84,661.18,272551.7136,0.79363,0.84598,74857267.56
27/04/2018,9268.9,8920.1,30153.53624,661.18,643.49,231494.0207,0.84528,0.80607,51037932.91
28/04/2018,8920.1,9345.7,45082.68296,643.49,683.27,185218.6437,0.80677,0.86161,49121213.17
29/04/2018,9345.3,9400,27317.18897,683.03,689.93,161273.2715,0.86262,0.86852,49652078.27
30/04/2018,9400,9240.6,23272.44121,689.93,670.35,165372.0844,0.86835,0.83149,38894106.27
1/05/2018,9240.6,9068.2,25618.29911,670.64,671.01,221037.4376,0.83149,0.83354,44413758.11
