time,BTC_open,BTC_close,BTC_vol,ETHER_open,ETHER_close,ETHER_vol,XRP_open,XRP_close,XRP_vol,date,time
2017-05-26 04:00:00+00:00,2319.3,2380.0,2953.03461076,176.0,178.88,16585.8322266,0.27899999999999997,0.29372,1326916.90902533,2017-05-26,04:00:00
2017-05-26 08:00:00+00:00,2380.0,2440.5,4095.32503114,178.89,184.85,18868.76992056,0.29383000000000004,0.30084,706632.31662656,2017-05-26,08:00:00
2017-05-26 12:00:00+00:00,2444.8,2341.3,5566.6642778000005,184.94,173.24,30206.60782955,0.30084,0.29128000000000004,842695.00709753,2017-05-26,12:00:00
2017-05-26 16:00:00+00:00,2340.8,2189.5,14735.16346088,173.31,162.0,65486.16760089,0.29115,0.2623,1370224.71754132,2017-05-26,16:00:00
2017-05-26 20:00:00+00:00,2189.9,2125.9,6793.85543047,162.0,152.8,37941.67692313,0.26513000000000003,0.259,1149329.75682943,2017-05-26,20:00:00
2017-05-27 00:00:00+00:00,2126.0,2048.1,7914.61921964,153.5,146.0,39697.58695986,0.25881,0.23800000000000002,587598.56216625,2017-05-27,00:00:00
2017-05-27 04:00:00+00:00,2048.1,1930.0,11698.85721222,145.6,134.81,106602.58064884,0.24008000000000002,0.21811999999999998,2377863.40627416,2017-05-27,04:00:00
2017-05-27 08:00:00+00:00,1941.0,1983.7,9329.48358883,134.53,144.1,80434.72586759,0.21,0.20278,3111946.66805156,2017-05-27,08:00:00
2017-05-27 12:00:00+00:00,1983.8,2015.0,7493.11097896,144.1,151.97,63199.08189329,0.20265,0.20670999999999998,1144326.54694187,2017-05-27,12:00:00
2017-05-27 16:00:00+00:00,2014.7,2039.3,4932.52764061,151.97,153.5,48943.73974995,0.20665,0.2157,909723.88228126,2017-05-27,16:00:00
2017-05-27 20:00:00+00:00,2039.3,1980.2,5763.78808976,153.6,149.99,23396.47387776,0.21805,0.20142000000000002,1237686.55492753,2017-05-27,20:00:00
2017-05-28 00:00:00+00:00,1979.9,2070.4,4907.22138736,150.35,163.44,33418.63847613,0.20190999999999998,0.21724000000000002,886881.16660057,2017-05-28,00:00:00
2017-05-28 04:00:00+00:00,2070.4,2130.4,3840.3609299000004,163.67,168.65,44756.90058619,0.21575999999999998,0.22904000000000002,730259.59482357,2017-05-28,04:00:00
2017-05-28 08:00:00+00:00,2130.4,2135.0,4128.38460229,169.49,167.2,31772.69299209,0.23,0.21886,1054140.12396404,2017-05-28,08:00:00
2017-05-28 12:00:00+00:00,2135.5,2007.0,5928.13406666,167.76,154.2,31837.83861588,0.22116,0.2005,1280702.41791724,2017-05-28,12:00:00
2017-05-28 16:00:00+00:00,2012.7,2021.0,3561.62680495,153.51,153.58,20831.42460091,0.2005,0.20215999999999998,1434963.58159878,2017-05-28,16:00:00
2017-05-28 20:00:00+00:00,2021.0,2056.9,3392.49012245,153.6,161.91,21492.98843711,0.20106,0.21631,451762.92252452,2017-05-28,20:00:00
2017-05-29 00:00:00+00:00,2056.8,2036.7,2078.96727154,161.48,158.2,11410.08478273,0.21631,0.2071,118173.49386322,2017-05-29,00:00:00
2017-05-29 04:00:00+00:00,2036.1,2084.6,1573.73757993,159.52,162.7,10555.83970709,0.20592,0.20994000000000002,410295.34554828,2017-05-29,04:00:00
2017-05-29 08:00:00+00:00,2084.6,2116.6,2363.27322657,162.7,166.99,18167.62390888,0.20994000000000002,0.21799000000000002,454101.20105391,2017-05-29,08:00:00
2017-05-29 12:00:00+00:00,2117.8,2138.3,1956.2547968,167.13,175.01,20548.85914997,0.21799000000000002,0.22745,1106035.3108542,2017-05-29,12:00:00
2017-05-29 16:00:00+00:00,2138.0,2215.6,5507.57796141,175.87,181.35,47069.4598431,0.22745,0.22835999999999998,710843.23627974,2017-05-29,16:00:00
2017-05-29 20:00:00+00:00,2218.1,2207.4,2975.66072103,181.07,189.99,27360.95425163,0.22841,0.22499,1198582.40143731,2017-05-29,20:00:00
2017-05-30 00:00:00+00:00,2207.0,2216.9,1686.73624874,188.1,196.11,16167.20414901,0.22405,0.22662,237365.47890440002,2017-05-30,00:00:00
2017-05-30 04:00:00+00:00,2217.4,2241.0,2713.48409431,196.42,213.91,44838.84554865,0.22662,0.22245,510624.86960065,2017-05-30,04:00:00
2017-05-30 08:00:00+00:00,2240.9,2240.7,2734.33967309,213.03,205.08,31940.94108559,0.2226,0.22487,519959.67268568,2017-05-30,08:00:00
2017-05-30 12:00:00+00:00,2240.7,2169.8329393000004,4455.13856686,203.95,196.0,29739.4809352,0.226,0.21119000000000002,973717.90327656,2017-05-30,12:00:00
2017-05-30 16:00:00+00:00,2168.5,2172.8,3263.68671751,196.19,203.99,26893.97831162,0.21155,0.20945999999999998,694854.11841878,2017-05-30,16:00:00
2017-05-30 20:00:00+00:00,2172.4,2146.7,6595.24819464,203.99,224.69,67292.75038794,0.20953000000000002,0.19823,1006357.53436285,2017-05-30,20:00:00
2017-05-31 00:00:00+00:00,2146.8,2032.2,5480.42380299,224.78,216.0,44543.51592323,0.19762000000000002,0.18671,667376.02984545,2017-05-31,00:00:00
2017-05-31 04:00:00+00:00,2032.1,2098.10861482,3558.7571669,217.39,207.0,34265.87924878,0.1845,0.21600000000000003,2379700.29209352,2017-05-31,04:00:00
2017-05-31 08:00:00+00:00,2098.10861482,2148.2,1715.98438622,206.99,223.98,18261.54606854,0.21600000000000003,0.21100000000000002,618222.98387529,2017-05-31,08:00:00
2017-05-31 12:00:00+00:00,2149.7,2212.8,5444.52691297,223.89,219.74,31698.58790276,0.21029,0.21568,555897.1715163001,2017-05-31,12:00:00
2017-05-31 16:00:00+00:00,2212.7,2190.84002039,3096.89821384,219.75,220.28,26154.81492962,0.21625,0.21561,313493.92750536,2017-05-31,16:00:00
2017-05-31 20:00:00+00:00,2187.5,2191.82545389,1939.21489987,220.0,218.34,12186.02580223,0.2156,0.23756999999999998,1814551.21036504,2017-05-31,20:00:00
2017-06-01 00:00:00+00:00,2191.60075499,2250.0,2123.31306957,218.41,220.03,16088.92591472,0.23600000000000002,0.26508000000000004,2273509.31169379,2017-06-01,00:00:00
2017-06-01 04:00:00+00:00,2250.0,2319.6,3387.44704337,221.35,223.1,25553.24800546,0.26509,0.30871,3018214.13587236,2017-06-01,04:00:00
2017-06-01 08:00:00+00:00,2319.56678051,2340.91899004,2607.69966936,223.1,217.36,12376.73778491,0.3087,0.30255,2606032.29555261,2017-06-01,08:00:00
2017-06-01 12:00:00+00:00,2335.2,2281.6,4787.39253748,217.41,211.57,48089.41484248,0.30255,0.278,2928941.39335955,2017-06-01,12:00:00
2017-06-01 16:00:00+00:00,2284.0,2285.0,3934.02360014,211.57,207.81,20429.91327967,0.284,0.29585,2142866.6227502,2017-06-01,16:00:00
2017-06-01 20:00:00+00:00,2285.7,2312.0,2119.63701376,207.8,211.4,7323.89367163,0.297,0.32048000000000004,3063294.94514631,2017-06-01,20:00:00
2017-06-02 00:00:00+00:00,2311.9,2331.0,1428.87393914,211.4,218.8,8593.59478289,0.32406,0.31555,1035800.79427769,2017-06-02,00:00:00
2017-06-02 04:00:00+00:00,2331.5,2335.2,1525.76332065,218.52,212.17,7723.46007701,0.314,0.2955,775336.24283538,2017-06-02,04:00:00
2017-06-02 08:00:00+00:00,2334.8,2305.1,1943.3533629,212.26,215.71,7880.71216148,0.29417,0.28207,800370.96941462,2017-06-02,08:00:00
2017-06-02 12:00:00+00:00,2305.6,2319.0,1591.98463384,215.72,212.0,6422.64123403,0.28217,0.29168,1865474.0541567001,2017-06-02,12:00:00
2017-06-02 16:00:00+00:00,2319.0,2329.48255223,1931.34678515,212.0,210.06,7529.61479555,0.29155,0.2823,1047471.97109096,2017-06-02,16:00:00
2017-06-02 20:00:00+00:00,2329.3,2405.9,4128.32118984,210.1,214.77,5468.15720447,0.28231,0.28406,759530.68687914,2017-06-02,20:00:00
2017-06-03 00:00:00+00:00,2404.7,2382.0,1216.39330227,214.6,217.21,2859.68045947,0.28397,0.281,436964.90145481,2017-06-03,00:00:00
2017-06-03 04:00:00+00:00,2384.6,2390.0,1883.08339929,216.98,214.53,2729.83038784,0.282,0.28339000000000003,329013.56169735,2017-06-03,04:00:00
2017-06-03 08:00:00+00:00,2389.99651407,2420.0,1392.7047886,214.29,212.91,4684.67967804,0.28672,0.28600000000000003,637482.43568288,2017-06-03,08:00:00
2017-06-03 12:00:00+00:00,2420.0,2448.9,2008.01127551,212.91,211.42,4891.78490238,0.28641,0.27464,589406.73845635,2017-06-03,12:00:00
2017-06-03 16:00:00+00:00,2447.1,2442.3,2139.76241818,211.73,212.67,6026.37174432,0.27305999999999997,0.26944,554176.89843317,2017-06-03,16:00:00
2017-06-03 20:00:00+00:00,2446.9,2461.0,2128.00672208,213.72,217.01,6309.21706959,0.26800999999999997,0.28057,652852.4912453,2017-06-03,20:00:00
2017-06-04 00:00:00+00:00,2461.6,2423.2,3855.9699557999998,217.01,224.16,31996.88804694,0.28379,0.2724,1010051.23191883,2017-06-04,00:00:00
2017-06-04 04:00:00+00:00,2423.2,2442.3,1007.74825371,224.92,225.43,9857.44024683,0.27216,0.27351,193389.26318061,2017-06-04,04:00:00
2017-06-04 08:00:00+00:00,2445.2,2488.9,2149.14446801,225.43,231.0,13165.25588583,0.27699,0.298,1692748.48943109,2017-06-04,08:00:00
2017-06-04 12:00:00+00:00,2488.1,2471.81305182,2142.79750035,231.1,243.93,29242.54633683,0.29795,0.2869,834204.31454242,2017-06-04,12:00:00
2017-06-04 16:00:00+00:00,2471.7,2454.8,926.85975045,243.93,244.28,10465.75145712,0.2869,0.2789,258215.43065933,2017-06-04,16:00:00
2017-06-04 20:00:00+00:00,2454.4,2488.2,1797.86349207,244.29,241.06,12923.42353708,0.2789,0.28841999999999995,499637.18989779,2017-06-04,20:00:00
2017-06-05 00:00:00+00:00,2488.2,2526.71196743,2783.1751872,241.06,241.35,16724.13849399,0.28841999999999995,0.2851,397422.89988493,2017-06-05,00:00:00
2017-06-05 04:00:00+00:00,2526.7,2501.9,1015.65880914,241.46,237.8,6006.71595605,0.28656,0.28364,31588.73226672,2017-06-05,04:00:00
2017-06-05 08:00:00+00:00,2501.9,2520.2,2205.57821891,237.8,238.52,17899.35428375,0.28607,0.28536999999999996,44664.78952377,2017-06-05,08:00:00
2017-06-05 12:00:00+00:00,2520.4,2547.0,1798.14475335,238.52,240.42,8845.61177202,0.28536999999999996,0.28205,170578.06234561,2017-06-05,12:00:00
2017-06-05 16:00:00+00:00,2547.0,2576.4,2346.29571891,240.38,241.04,3647.7449409999995,0.28208,0.2883,587470.45935392,2017-06-05,16:00:00
2017-06-05 20:00:00+00:00,2576.4,2636.9,5241.57909723,241.06,242.16,4773.12254588,0.28800000000000003,0.28304,743388.4349371999,2017-06-05,20:00:00
2017-06-06 00:00:00+00:00,2636.7,2791.0,14217.82730205,242.1,255.6,31466.00706674,0.2846,0.28165999999999997,2601713.99535216,2017-06-06,00:00:00
2017-06-06 04:00:00+00:00,2790.8,2754.9,3928.38960031,254.69,250.03,13879.65795661,0.28165999999999997,0.28248,862177.10132064,2017-06-06,04:00:00
2017-06-06 08:00:00+00:00,2754.9,2821.1,2939.54226875,250.07,255.01,8815.61363755,0.28325,0.28747,307717.05363864,2017-06-06,08:00:00
2017-06-06 12:00:00+00:00,2821.9,2788.7,8704.87407761,255.01,259.9,25721.35465827,0.2855,0.27857,1338363.27603895,2017-06-06,12:00:00
2017-06-06 16:00:00+00:00,2788.9,2835.6,10637.62278797,259.97,256.0,24391.45776424,0.28147,0.28189000000000003,1282339.66408941,2017-06-06,16:00:00
2017-06-06 20:00:00+00:00,2835.5,2844.6,2248.11036458,256.14,261.89,13629.01766498,0.28019,0.28112,326327.32972556,2017-06-06,20:00:00
2017-06-07 00:00:00+00:00,2844.7,2839.7,2049.54959866,261.89,261.34,6700.45373892,0.28010999999999997,0.28117,509672.77811279,2017-06-07,00:00:00
2017-06-07 04:00:00+00:00,2840.2,2795.0,2527.44149197,261.63,258.29,10228.31603334,0.28147,0.28008,319027.23147616,2017-06-07,04:00:00
2017-06-07 08:00:00+00:00,2794.9,2803.1,1447.4831558,258.3,260.33,4025.63418581,0.28059,0.27662,227716.52779846,2017-06-07,08:00:00
2017-06-07 12:00:00+00:00,2803.3,2754.6,3965.44442579,260.3,255.98,9302.08488671,0.27668000000000004,0.28608,914055.39783523,2017-06-07,12:00:00
2017-06-07 16:00:00+00:00,2754.7,2755.0,2633.06091078,256.06,258.34,5048.93208788,0.28707,0.28784,183164.75332518,2017-06-07,16:00:00
2017-06-07 20:00:00+00:00,2755.0,2644.0,9471.40864538,258.36,250.7,37201.59975442,0.28773000000000004,0.2701,1505029.75466351,2017-06-07,20:00:00
2017-06-08 00:00:00+00:00,2644.1,2684.7,5352.80219682,250.99,251.15,11861.85996648,0.27009,0.27394,316240.24398240005,2017-06-08,00:00:00
2017-06-08 04:00:00+00:00,2684.8,2729.0,3518.1404816,251.08,255.06,6200.49050578,0.2721,0.27876999999999996,352268.47819690005,2017-06-08,04:00:00
2017-06-08 08:00:00+00:00,2729.0,2725.0,1475.87770088,255.06,256.53,4988.98974155,0.28015999999999996,0.28800000000000003,843920.68800383,2017-06-08,08:00:00
2017-06-08 12:00:00+00:00,2725.0,2689.8,2880.78752871,256.64,251.0,7774.53437973,0.28800000000000003,0.28205,390194.4028085,2017-06-08,12:00:00
2017-06-08 16:00:00+00:00,2689.9,2734.3,1736.27296175,251.0,252.26,3785.00126978,0.2841,0.28300000000000003,100637.86659176,2017-06-08,16:00:00
2017-06-08 20:00:00+00:00,2733.6,2781.5,1970.36957608,251.98,256.95,7474.82013109,0.2828,0.28249,285166.51660701,2017-06-08,20:00:00
2017-06-09 00:00:00+00:00,2783.2,2788.3,1989.8648846,257.02,258.5,8914.47494863,0.28426,0.29017,533100.45249711,2017-06-09,00:00:00
2017-06-09 04:00:00+00:00,2788.3,2788.9,939.07059976,258.75,261.51,3548.72808771,0.28901,0.28799,257555.50720151,2017-06-09,04:00:00
2017-06-09 08:00:00+00:00,2789.0,2802.0,974.31457289,261.52,262.72,5954.1938308,0.28800000000000003,0.28601,93678.35791757,2017-06-09,08:00:00
2017-06-09 12:00:00+00:00,2801.6,2834.0,2152.49717543,262.84,271.82,24988.7700599,0.2875,0.28843,222090.99122388,2017-06-09,12:00:00
2017-06-09 16:00:00+00:00,2834.0,2822.4,1968.03456805,272.0,273.36,21032.68342876,0.28800000000000003,0.2853,455215.78764946,2017-06-09,16:00:00
2017-06-09 20:00:00+00:00,2822.4,2809.0,1497.33496632,273.31,278.41,13154.46532578,0.28476,0.28031999999999996,818322.68236322,2017-06-09,20:00:00
2017-06-10 00:00:00+00:00,2809.0,2828.6,857.19062831,278.82,283.86,13944.78388202,0.28036,0.28043,561053.82692668,2017-06-10,00:00:00
2017-06-10 04:00:00+00:00,2829.0,2790.0,1824.15915995,283.84,285.0,12370.29661992,0.2809,0.275,364931.79597933,2017-06-10,04:00:00
2017-06-10 08:00:00+00:00,2790.0,2868.4,2093.49358627,284.56,292.84,12755.70665161,0.27487,0.264,1142851.1126309999,2017-06-10,08:00:00
2017-06-10 12:00:00+00:00,2868.5,2838.7,2665.50113025,292.18,302.01,18475.01392282,0.264,0.265,619384.47871637,2017-06-10,12:00:00
2017-06-10 16:00:00+00:00,2838.8,2826.1,3680.67872635,302.01,310.55,44377.91718724,0.26509,0.26035,1328658.18204327,2017-06-10,16:00:00
2017-06-10 20:00:00+00:00,2826.8,2806.0,5010.13844721,310.54,325.88,59744.15086064,0.2609,0.251,1019277.81996832,2017-06-10,20:00:00
2017-06-11 00:00:00+00:00,2810.6,2813.5,2390.90563315,325.88,332.33,33756.58422748,0.251,0.25501999999999997,613267.37837232,2017-06-11,00:00:00
2017-06-11 04:00:00+00:00,2813.6,2817.9,1228.40630287,332.33,341.0,12061.09859677,0.25532,0.26100999999999996,1106007.58405143,2017-06-11,04:00:00
2017-06-11 08:00:00+00:00,2816.4,2829.0,2054.32050972,340.89,336.2,22212.20730492,0.26291,0.26006999999999997,677548.52674864,2017-06-11,08:00:00
2017-06-11 12:00:00+00:00,2828.6,2954.5,7706.08106019,336.2,335.9,31773.03613635,0.26009,0.26874000000000003,675608.15659916,2017-06-11,12:00:00
2017-06-11 16:00:00+00:00,2954.9,2927.3,3241.94210333,335.9,344.01,26795.09765519,0.26700999999999997,0.2695,332693.43479557,2017-06-11,16:00:00
2017-06-11 20:00:00+00:00,2927.9,2941.8,2388.42723351,343.99,336.33,17438.97831957,0.27109,0.26811999999999997,838653.42392553,2017-06-11,20:00:00
2017-06-12 00:00:00+00:00,2938.8,2932.9,1478.61665108,336.24,342.47,12549.13070961,0.27,0.278,1022817.61367017,2017-06-12,00:00:00
2017-06-12 04:00:00+00:00,2934.76460556,2865.0,4018.37489871,342.32,357.5,34522.94480434,0.278,0.26269000000000003,843260.4521523,2017-06-12,04:00:00
2017-06-12 08:00:00+00:00,2859.7,2615.7,8991.62475022,357.5,359.7,104840.02360734,0.2626,0.2399,2807285.62846907,2017-06-12,08:00:00
2017-06-12 12:00:00+00:00,2619.0,2646.9,8660.43967516,359.42,370.06,47078.44785459,0.23998000000000003,0.24201,1264899.29925952,2017-06-12,12:00:00
2017-06-12 16:00:00+00:00,2646.5,2435.5,17449.19399604,369.98,332.19,98826.59593267,0.24375,0.22654000000000002,2109839.56218694,2017-06-12,16:00:00
2017-06-12 20:00:00+00:00,2433.5,2569.6,7646.20426665,332.19,386.9,38345.00165452,0.22646999999999998,0.23705,978696.6146774,2017-06-12,20:00:00
2017-06-13 00:00:00+00:00,2569.0,2554.5,3875.97803351,386.9,371.88,31444.15311707,0.23986,0.24015,505753.40248109,2017-06-13,00:00:00
2017-06-13 04:00:00+00:00,2556.5,2634.6,2406.24393077,371.89,370.0,10022.86660687,0.24100000000000002,0.24675999999999998,374914.18814438,2017-06-13,04:00:00
2017-06-13 08:00:00+00:00,2635.3,2617.5,3553.61873728,370.0,358.77,29994.82180037,0.24652,0.24199,407769.5580759,2017-06-13,08:00:00
2017-06-13 12:00:00+00:00,2614.85628665,2680.1,3572.61407365,358.88,377.32,12699.19640588,0.242,0.248,358642.30537377,2017-06-13,12:00:00
2017-06-13 16:00:00+00:00,2679.7,2700.3,6440.08480687,378.0,389.9,22730.81692279,0.2486,0.25274,513939.10093013,2017-06-13,16:00:00
2017-06-13 20:00:00+00:00,2700.3,2677.1,3321.46631698,389.89,382.7,19937.60026271,0.25274,0.2597,1484334.58550576,2017-06-13,20:00:00
2017-06-14 00:00:00+00:00,2677.1,2687.5,1934.28343752,382.7,380.0,12629.09051876,0.26,0.25547,275601.4790587,2017-06-14,00:00:00
2017-06-14 04:00:00+00:00,2687.3,2646.3,2649.46827954,379.96,370.01,7486.58320362,0.25572,0.252,598821.86416428,2017-06-14,04:00:00
2017-06-14 08:00:00+00:00,2645.8,2655.0,1663.99929272,370.01,372.5,6564.88062649,0.25006,0.27705,690751.87174964,2017-06-14,08:00:00
2017-06-14 12:00:00+00:00,2653.0,2514.8,12470.88589926,372.49,353.54,78504.0055316,0.27705,0.26261999999999996,4042777.56556573,2017-06-14,12:00:00
2017-06-14 16:00:00+00:00,2514.8,2484.9,6280.15569091,353.54,351.94,30013.30971544,0.26261999999999996,0.26406,863181.86251865,2017-06-14,16:00:00
2017-06-14 20:00:00+00:00,2484.0,2394.3,9701.78472971,351.91,335.95,35073.42237945,0.26500999999999997,0.25418,1318369.29476466,2017-06-14,20:00:00
2017-06-15 00:00:00+00:00,2393.3,2402.5,4098.72115372,336.91,331.18,16909.52433707,0.25585,0.24831,287225.31030248,2017-06-15,00:00:00
2017-06-15 04:00:00+00:00,2402.9,2358.6,13747.51818165,332.16,326.53,80579.61132766,0.2483,0.24658000000000002,728766.64866221,2017-06-15,04:00:00
2017-06-15 08:00:00+00:00,2358.6,2232.3,6926.41831047,326.53,295.0,47057.43406764,0.248,0.22903,481009.63662512,2017-06-15,08:00:00
2017-06-15 12:00:00+00:00,2233.6,2194.2,14889.39495003,295.01,295.48,87327.95895163,0.22876,0.22749,1449876.36764931,2017-06-15,12:00:00
2017-06-15 16:00:00+00:00,2194.2,2321.0,8676.34219788,295.48,316.84,56850.75393454,0.22659,0.23806999999999998,685715.5716105,2017-06-15,16:00:00
2017-06-15 20:00:00+00:00,2320.8,2377.5,7474.94134925,316.84,338.7,40004.79920892,0.23995999999999998,0.24095,315102.38746301,2017-06-15,20:00:00
2017-06-16 00:00:00+00:00,2378.7,2326.7,3331.42185101,338.99,325.16,17535.28934607,0.2385,0.235,546251.29381365,2017-06-16,00:00:00
2017-06-16 04:00:00+00:00,2326.9,2374.3,3004.15436033,325.14,332.92,15293.94794802,0.23401,0.24348000000000003,395393.77173419,2017-06-16,04:00:00
2017-06-16 08:00:00+00:00,2373.5,2369.1,3367.14469164,332.91,338.0,18812.00954747,0.24328000000000002,0.24001,267692.15665963,2017-06-16,08:00:00
2017-06-16 12:00:00+00:00,2370.0,2400.2,5175.20393372,338.0,345.79,20887.52886652,0.24,0.24219000000000002,303446.98399238,2017-06-16,12:00:00
2017-06-16 16:00:00+00:00,2400.0,2478.7,4647.36275456,345.94,352.99,18317.25884876,0.24219000000000002,0.24921,419209.68604690005,2017-06-16,16:00:00
