time,BTC_open,BTC_close,BTC_vol,ETHER_open,ETHER_close,ETHER_vol,XRP_open,XRP_close,XRP_vol,USDT_open,USDT_close,USDT_vol,BCH_open,BCH_close,BCH_vol,LTC_open,LTC_close,LTC_vol
2017-12-26 00:00:00+00:00,13634.0,15680.0,63432.8171847,710.33,749.8,150542.16184625,0.97149,1.07,64744925.75961132,1.0122,1.0035,2868269.72254479,2780.01,2924.0,6495.89885606,261.8,278.78,225871.50321845
2017-12-27 00:00:00+00:00,15680.0,15375.0,54988.63685289,749.79,736.45,168477.61196255,1.0698,1.2108,185042523.93553844,1.0045,1.011,1771781.50703122,2924.0,2716.89,10104.25774915,278.76,263.53,219800.80356839
2017-12-28 00:00:00+00:00,15374.0,14323.0,72902.7518229,737.15,711.42,258581.15127015,1.2103,1.2525,147129663.46072358,1.0108,1.0196,4998817.52127806,2690.39,2498.0,6151.15027711,263.6,247.45,281510.16154758
2017-12-29 00:00:00+00:00,14324.0,14304.0,47997.44310277,711.42,731.52,205644.54405434,1.2501,1.915,360721916.578927,1.0189,1.0161,1815040.46037312,2490.63,2600.0,11900.49923078,247.45,239.51,224105.70423587
2017-12-30 00:00:00+00:00,14304.0,12384.0,75442.16785566,731.5,683.02,269308.46503267,1.915,1.835,431531639.57338434,1.0162,1.0161,4025506.19692294,2600.0,2240.42,9515.13324204,239.79,207.0,367622.0270933
2017-12-31 00:00:00+00:00,12385.0,13769.0,43270.25129356,682.24,736.77,153786.45446874,1.8425,1.9657,141776922.65867084,1.0169,1.0190000000000001,970745.70632292,2232.58,2377.0,3199.3285286,207.0,225.4,288911.59895311
2018-01-01 00:00:00+00:00,13763.0,13376.0,29564.92955226,736.77,752.46,123047.1101661,1.9652,2.0395,57532145.36866918,1.0191,1.0076,1620514.56573381,2377.0,2310.0,2772.40178606,225.68,223.51,178614.04408434
2018-01-02 00:00:00+00:00,13375.0,14722.0,56192.95272942,752.88,858.78,451786.90648497,2.0458,2.193,99133678.81365952,1.0095,1.0175,916484.3400441,2321.68,2550.0,7043.44137194,223.51,250.11,410552.52898626
2018-01-03 00:00:00+00:00,14717.0,15150.0,38358.37345226,858.47,942.01,312084.51808148,2.1921,2.7317,209500381.72046867,1.0174,1.0070000000000001,1397520.8376318999,2550.0,2547.82,6521.06629893,250.11,244.21,250503.91023375
2018-01-04 00:00:00+00:00,15150.0,15159.0,46479.98264264,942.01,940.81,353034.42616778,2.7311,2.7367,276946688.2071849,1.0065,1.0155,2645080.12345641,2550.0,2352.92,11481.10400943,244.21,237.76,354192.05393657
2018-01-05 00:00:00+00:00,15159.0,16911.0,54627.60106518,939.42,962.77,302148.30840873,2.737,2.4961,201898696.28876093,1.015,1.005,3304564.99731197,2352.16,2385.0,6036.73615249,237.83,242.9,408258.73183929996
2018-01-06 00:00:00+00:00,16912.0,17169.0,29616.48524759,962.74,1004.3,128011.73856786,2.4987,2.6424,79060690.57320645,1.0070000000000001,1.0016,1811721.26840664,2385.0,2533.63,5686.95939788,243.32,278.0,720258.67823383
2018-01-07 00:00:00+00:00,17165.0,16215.35727958,30838.08496089,1004.9,1115.8,203512.08324672,2.6425,2.7665,50990049.13186189,1.001,0.997,1208287.15380958,2519.09,2516.03,7429.08465534,278.07,271.05,259353.28479866
2018-01-08 00:00:00+00:00,16213.0,14906.0,64952.71702253,1115.8,1129.0,439390.07032672,2.7665,2.3847,138369940.01987112,0.9973,1.0048,3262568.24290443,2516.04,2402.94,5099.10113804,271.69,252.77,368664.35772236
2018-01-09 00:00:00+00:00,14911.0,14425.0,43436.35228305,1129.0,1283.8,296970.51403973,2.384,2.0538,120070081.43124989,1.0028,1.008,2502872.71562129,2403.01,2360.07,3187.85092334,252.76,245.0,271744.20919958
2018-01-10 00:00:00+00:00,14429.0,14900.0,57332.64613851,1284.0,1246.8,380395.6966317,2.0537,1.9369999999999998,210632131.99253628,1.0085,1.0,3028368.70910142,2374.94,2844.02,12549.53883225,245.0,249.24,282123.97712189
2018-01-11 00:00:00+00:00,14900.0,13254.0,71695.39341684,1246.0,1135.1,360551.60201607,1.9369999999999998,1.92,275891592.3410905,1.0,0.9942,1240786.71218164,2867.42,2432.0,12531.0825028,249.07,225.52,356801.90815891
2018-01-12 00:00:00+00:00,13253.0,13794.0,37423.47346585,1135.2,1257.0,209155.57133895,1.9192,2.015,130695631.59703451,0.996,0.9985,60.0,2432.0,2593.1,5520.16012327,225.59,234.96,183583.00436485
2018-01-13 00:00:00+00:00,13790.0,14199.0,29006.20195027,1257.0,1379.9,202787.7919056,2.0151,1.9876,53076056.42022506,1.0170000000000001,1.01,790702.43749304,2597.62,2653.0,5493.76126113,234.81,257.7,245380.25684614
2018-01-14 00:00:00+00:00,14192.0,13558.0,35602.02327452,1380.0,1349.7,176866.79101932,1.9873,1.8163,54688517.37531835,1.01,1.0082,5469721.75819593,2659.25,2531.91,2935.59741147,257.7,235.24,281967.33153664
2018-01-15 00:00:00+00:00,13554.0,13601.0,33507.90572265,1349.8,1276.9,137558.79593875,1.8203,1.6569999999999998,50342158.15731087,1.0074,1.0034,6563330.22792862,2531.91,2383.29,2952.46915825,235.24,231.04,163904.38762579
2018-01-16 00:00:00+00:00,13602.0,11065.0,131832.52144202,1276.1,1019.6,672041.32993028,1.6569999999999998,1.1382,381859881.8924373,1.0026,1.03,8321774.34390401,2391.77,1779.78,15656.680995800001,231.06,181.8,722431.29291489
2018-01-17 00:00:00+00:00,11065.0,11108.0,132242.8879394,1019.7,1021.6,686636.75394526,1.1349,1.2999,397224654.1591437,1.0298,1.0126,11460090.89028431,1779.78,1760.3,13686.03042485,181.8,186.71,636903.30848499
2018-01-18 00:00:00+00:00,11113.0,11030.0,85205.02453748,1021.6,994.0,374016.2024133,1.3004,1.5424,299925674.2426812,1.0119,1.0235,4569710.6174155,1765.31,1728.38,7782.47492652,186.73,187.66,403237.88846159
2018-01-19 00:00:00+00:00,11031.0,11476.0,48550.29998555,993.92,1032.6,174907.11618156,1.5414,1.53,134316578.4810523,1.0257,1.0174,7380190.94790804,1725.0,1759.44,3559.85131541,187.5,191.68,232289.20908729
2018-01-20 00:00:00+00:00,11477.0,12731.0,46302.63241255,1032.6,1146.3,163876.50397756,1.528,1.5574,80610263.85947959,1.0173,1.0122,3126936.0626918,1760.85,2021.47,3529.44636503,191.87,209.85,168909.81610608
2018-01-21 00:00:00+00:00,12731.0,11514.0,53624.38681432,1146.5,1047.7,197618.99535919,1.5578,1.36,123745822.36657254,1.0117,1.0068,2307435.24224648,2024.88,1770.1,4342.18887801,210.06,189.96,153614.31863175
2018-01-22 00:00:00+00:00,11513.0,10779.0,66353.71775118,1047.7,997.52,238875.67700848,1.3619999999999999,1.3362,155557571.13976774,1.0053,1.0093,4271062.08125043,1774.92,1605.58,5597.82447226,189.96,179.54,218842.61302536
2018-01-23 00:00:00+00:00,10779.0,10811.0,63851.92778121,997.44,981.8,228024.68142193,1.3363,1.3322,162482159.83900487,1.0068,1.003,5881230.2405875,1605.58,1615.58,3434.81385875,179.54,177.64,204329.58150175
2018-01-24 00:00:00+00:00,10812.0,11391.0,43857.62788588,981.81,1061.6,173282.59899318,1.3297,1.3507,97216560.48984244,1.003,1.0036,4812874.92466001,1618.86,1655.0,2191.17165587,177.83,180.36,137707.86018026
2018-01-25 00:00:00+00:00,11390.0,11147.0,34411.83155151,1061.6,1048.2,162053.4950817,1.3506,1.2995,51817740.51015994,1.0043,1.0028,4957969.48876332,1652.09,1634.78,2238.99808841,180.35,178.8,105869.74877138
2018-01-26 00:00:00+00:00,11147.0,11070.0,56747.00561351,1047.7,1046.9,138706.74929474,1.2964,1.2058,97260052.06730852,1.0035,1.0004,3097241.9920888,1630.82,1604.8,5717.75017079,179.12,175.37,120328.97938925
2018-01-27 00:00:00+00:00,11069.0,11458.0,34400.30046139,1046.1,1113.9,105775.28321739,1.2059,1.2187,47740891.2378644,1.0,0.995,4898148.47469985,1593.06,1626.3,2101.0927020999998,175.38,181.49,130289.70679200001
2018-01-28 00:00:00+00:00,11458.0,11828.0,29622.62450128,1113.5,1245.5,189342.68143541,1.2197,1.3677,58930046.79663619,0.9955,0.9795,5221368.08834905,1630.23,1733.05,2663.93831348,181.5,196.08,115960.57029677
2018-01-29 00:00:00+00:00,11835.0,11217.81768538,25648.29835264,1245.5,1174.3,139630.83109732,1.3676,1.2671,45657767.54711182,0.9786,0.9913,6232332.64588633,1748.5,1642.93,2008.35377772,196.09,181.51,108411.60481159
2018-01-30 00:00:00+00:00,11217.81768538,10171.0,61285.95988124,1174.3,1076.9,246828.75858809,1.2670000000000001,1.114,80646063.17100605,0.9909,0.9803,14084841.05920158,1648.15,1441.47,5743.23661423,181.51,167.35,211995.78420431
2018-01-31 00:00:00+00:00,10171.0,10267.0,43232.31052511,1076.9,1120.0,136714.86217373,1.1142,1.1419,68049566.37614703,0.9822,0.985,5986542.90591011,1442.09,1475.81,3197.9491812,167.35,164.5,145633.89865307
2018-02-01 00:00:00+00:00,10268.0,9181.0,78778.32009414,1119.8,1035.0,285589.40044129,1.1407,0.9540000000000001,114139631.2425958,0.9852,0.9794,11788456.52791436,1479.1,1250.03,7816.36856544,164.29,143.2,260483.41881308
2018-02-02 00:00:00+00:00,9181.0,8890.9,123340.81540421,1035.5,923.13,520780.56316366,0.95421,0.8987,315310651.48962617,0.9793,0.9883,10264012.37978346,1255.68,1186.37,13659.69097177,143.05,132.0,524508.76034369
2018-02-03 00:00:00+00:00,8890.0,9225.06926588,51910.03301381,923.77,972.1,211353.86775562,0.8985,0.9577,158960146.16558015,0.9890000000000001,0.9916,3674886.90538839,1186.06,1270.03,2807.47194986,131.75,161.35,381790.85736184
2018-02-04 00:00:00+00:00,9223.9,8185.2,74417.19860811,972.1,825.3,340168.03045374,0.9578,0.8154899999999999,124182535.27688248,0.9919,0.9914,3044772.19647789,1267.19,1154.0,3646.50036383,161.5,147.47,754855.72907388
2018-02-05 00:00:00+00:00,8185.2,6946.6,131291.80006036,825.2,698.62,547559.09604872,0.8147300000000001,0.6803,192112182.27533263,0.9914,0.9842,7613227.52862421,1151.84,879.84,11847.81001477,147.91,125.32,733686.78473135
2018-02-06 00:00:00+00:00,6948.6,7678.8,192767.51589836,697.62,782.99,790355.79335489,0.68085,0.76,246347067.1172272,0.9849,1.0003,10244646.66584326,879.81,968.05,16041.11911138,125.61,141.81,870743.1244722999
2018-02-07 00:00:00+00:00,7677.2,7586.9,106698.94897463,781.98,752.88,416880.11878033,0.76,0.7157,111198897.49920936,1.0002,0.9986,3389101.03974008,973.87,952.9,9095.45333956,141.93,137.93,464212.56277189
2018-02-08 00:00:00+00:00,7585.0,8239.7,77616.13731753,751.27,813.11,236095.21527155,0.7157,0.78,85277420.25098193,0.9981,0.9975,1785506.84051708,948.5,1276.22,17957.24186233,137.81,149.86,279944.88539929
2018-02-09 00:00:00+00:00,8239.8,8678.1,63038.20332767,813.41,878.01,182418.44629922,0.7799,0.9212100000000001,130949965.21474642,0.9974,1.0011,1718217.36950174,1277.99,1300.0,8267.95176435,149.66,163.61,292120.29602411
2018-02-10 00:00:00+00:00,8679.1,8563.0,68145.76424786,878.01,851.03,165702.84019870003,0.92122,1.0266,313513161.5782212,1.0005,1.0004,2991510.91048734,1302.54,1240.0,5934.31967783,163.66,154.82,328255.29637834
2018-02-11 00:00:00+00:00,8563.0,8069.3,52226.57572134,851.66,810.46,146897.04158132,1.0261,0.9595799999999999,161143291.12615085,1.0006,0.9997,2540345.08535302,1237.01,1208.9,5196.53083205,154.9,148.92,190512.94473955
2018-02-12 00:00:00+00:00,8070.7,8902.9,51386.55107161,810.45,866.4,130220.04901994,0.95952,1.0409,116135481.94367792,0.9999,0.9992,1511297.2796166001,1204.36,1284.0,2777.23807651,148.81,161.39,198201.91361054
2018-02-13 00:00:00+00:00,8902.8,8511.6,39510.97625897,866.45,839.83,130395.93026299,1.0419,0.9840000000000001,66336407.45066927,0.9987,1.0,1579828.91428492,1283.0,1218.65,2761.11097588,161.32,159.28,110078.66873427
2018-02-14 00:00:00+00:00,8512.1,9455.5,50355.10445747,839.99,919.13,199264.62306124,0.9848899999999999,1.1252,104357560.3007996,0.9997,1.0008,1883679.94794323,1220.64,1357.18,4916.36758486,159.4,211.97,923489.6592538999
2018-02-15 00:00:00+00:00,9452.8,9996.0,67559.44509757,919.09,925.02,205533.87298231,1.1261,1.1026,85566129.29381242,1.001,1.0031,2359096.92601771,1357.18,1357.45,4514.31045738,211.96,220.47,724628.76682232
2018-02-16 00:00:00+00:00,9996.0,10162.0,43868.07343595,925.03,937.38,134051.90890219,1.1048,1.1104,48650669.429125,1.0033,1.0027,1773571.99134601,1357.04,1537.09,7151.54992351,220.46,228.5,468735.15309166
2018-02-17 00:00:00+00:00,10161.0,11062.0,52814.53068791,937.38,973.28,124697.68806083,1.1106,1.1769,66245483.53244538,1.0023,1.0047,1376004.96637294,1533.0,1546.02,3177.59821873,228.48,228.9,203888.65984721
2018-02-18 00:00:00+00:00,11062.0,10400.0,69821.77417197,973.29,913.13,183921.57485959,1.1768,1.069,61907418.54916497,1.0044,1.0048,3457260.89383293,1546.02,1442.34,5864.67886886,228.87,213.18,349352.18473189
2018-02-19 00:00:00+00:00,10399.0,11172.0,50701.38956789,913.19,939.19,118326.11356821,1.0691,1.1086,29628868.16968723,1.0048,1.002,1699055.4968299,1451.12,1521.44,2319.41931655,213.49,221.63,235344.01226078
2018-02-20 00:00:00+00:00,11172.0,11211.0,60919.59904305,939.18,883.91,150207.73538178,1.1086,1.0266,51618367.07984483,1.0017,1.0012,4720469.16249258,1521.94,1393.87,2965.28993964,221.6,228.98,638492.54815385
2018-02-21 00:00:00+00:00,11212.0,10450.0,76960.87306869999,883.92,837.79,220171.84689015,1.0258,0.95115,67063068.40270378,1.0011,1.002,4990176.47775938,1388.01,1282.28,4418.88453575,228.85,210.07,496173.53126893
2018-02-22 00:00:00+00:00,10451.0,9826.5,71231.4916942,837.8,802.85,180630.90550699,0.94945,0.8890600000000001,69951854.38104354,1.0016,1.0008,3796915.09377037,1279.61,1209.0,4411.93644986,210.07,192.26,456692.86417544
2018-02-23 00:00:00+00:00,9826.4,10144.0,59075.59263978,802.85,852.56,162839.93406443,0.88894,0.93779,58135827.505174294,1.0009,1.0001,2789946.33686771,1209.0,1253.29,2949.35956297,192.37,206.21,401663.72204016
2018-02-24 00:00:00+00:00,10143.0,9666.3,55697.19406067,852.18,831.51,147408.32750032,0.9375399999999999,0.8994700000000001,35626109.23792815,1.0001,1.0012,2328145.50660112,1252.16,1179.1,2245.15352891,206.21,206.33,328135.00872741
2018-02-25 00:00:00+00:00,9665.6,9583.0,30561.64547224,831.52,838.71,101298.47810008,0.8981399999999999,0.89892,24376090.783928398,1.0012,1.0008,2832267.28612459,1179.1,1170.02,1449.28346367,206.17,218.13,327361.62732241
2018-02-26 00:00:00+00:00,9579.0,10320.0,45959.25163133,839.38,867.76,136579.32595491,0.90046,0.93027,34997618.68389281,1.0014,1.0005,4391782.83476563,1170.56,1245.98,2666.95329387,218.2,218.36,424681.42355067
2018-02-27 00:00:00+00:00,10321.0,10582.0,39700.54163029,867.76,871.73,93670.26222269,0.9288299999999999,0.925,26977823.47583769,1.0008,1.0011,1301027.42162472,1245.73,1233.62,1494.64720882,218.35,214.96,217235.82301113
2018-02-28 00:00:00+00:00,10583.0,10315.0,43849.47217569999,871.42,851.26,93593.23518444,0.9254399999999999,0.8841,27514837.36352548,1.001,0.9999,2053468.78805267,1233.42,1196.29,1359.99493039,215.09,202.02,230005.54599458
2018-03-01 00:00:00+00:00,10314.0,10908.0,33869.22445966,851.25,869.24,90095.37502426,0.88485,0.9149200000000001,31503243.81397552,0.9996,0.9998,3724380.89745929,1199.03,1281.27,2623.04066109,202.02,209.26,145543.69052804
2018-03-02 00:00:00+00:00,10920.0,11024.0,28855.82862948,869.23,854.5,58052.65939302,0.9142,0.89694,17554361.63991407,1.0,0.9991,844878.02746713,1281.07,1269.38,1928.41349634,209.4,213.32,117891.2641447
2018-03-03 00:00:00+00:00,11025.0,11454.95955159,30650.73751883,854.5,855.29,40499.71346717,0.8969299999999999,0.89725,23966859.96052351,0.9992,0.9991,902927.11482026,1275.74,1264.12,563.52580675,213.3,209.92,171408.95604436
2018-03-04 00:00:00+00:00,11454.0,11500.0,28076.33766207,855.3,866.06,45124.1533368,0.89722,1.0023,66892103.40999196,0.9995,1.0,980938.30797292,1265.38,1284.72,1915.66782777,209.92,213.47,98356.4353725
2018-03-05 00:00:00+00:00,11500.0,11402.0,27673.45862513,866.06,848.13,55235.46905354,1.0023,0.9396,138843341.63186523,0.9998,1.0,2607138.24617555,1279.07,1261.01,999.10434721,213.47,210.0,108316.42048831
2018-03-06 00:00:00+00:00,11402.0,10720.0,44204.34909731,848.13,814.45,89396.88867901,0.9401,0.9004200000000001,81399064.51734357,0.9998,1.0002,2762899.29788816,1261.01,1201.83,1926.60201588,210.02,196.13,178926.76456701
2018-03-07 00:00:00+00:00,10719.0,9910.6,75229.1298207,814.44,749.2,174359.2988728,0.9001,0.8538600000000001,90145484.34724396,1.0001,1.0012,2387849.37086961,1202.0,1091.39,4884.67242844,196.22,185.17,303323.42121178
2018-03-08 00:00:00+00:00,9910.5,9300.0,67737.89183319,749.21,697.3,146739.70988378,0.8538399999999999,0.8031,49458192.2571849,1.001,1.0011,5016608.319244999,1091.39,1030.61,8314.83482579,185.59,175.48,187618.86741224
2018-03-09 00:00:00+00:00,9300.0,9216.2,98205.16078558,697.31,724.61,229744.16699824,0.80372,0.8220000000000001,89157988.57622498,1.0008,1.0014,2657783.95155855,1030.6,1062.65,6686.63970835,175.47,186.04,477762.08483416
2018-03-10 00:00:00+00:00,9216.1,8769.9,52532.10288514,724.62,679.68,117938.41582509,0.8220000000000001,0.7734300000000001,37462618.412895896,1.0013,1.0017,1195762.6122913,1066.14,1000.78,2036.09209069,186.05,176.5,253004.14270671
2018-03-11 00:00:00+00:00,8772.5,9527.7,70479.03366867,679.6,719.86,139835.80665492,0.77355,0.8170000000000001,47704020.17259553,1.0007,1.0008,957058.65745148,1002.06,1137.0,2835.38569658,176.48,188.18,251310.52284289998
2018-03-12 00:00:00+00:00,9525.9,9130.2,67561.08136649,719.85,696.52,123601.97212695,0.81742,0.78192,32432097.20516426,1.0006,0.9999,1088501.39359681,1136.94,1045.61,4463.29727205,188.12,177.42,218249.12127227
2018-03-13 00:00:00+00:00,9130.2,9135.2,61535.84281184,696.51,688.49,131807.97050310002,0.78257,0.77691,24006673.754119102,0.9999,1.0008,1979048.91608485,1046.99,1053.57,11769.27836297,177.46,175.05,201292.63783192
2018-03-14 00:00:00+00:00,9136.0,8176.0,78853.59717725,688.5,610.91,205411.74625454,0.77691,0.6854,49094602.48860194,1.0009,0.9984,1842097.48556944,1055.95,947.0,4775.05054326,175.16,160.11,220227.65171995
2018-03-15 00:00:00+00:00,8175.6,8250.1,82546.4115633,610.92,609.9,223868.62139704,0.6853899999999999,0.68202,72982271.54048476,0.9990000000000001,0.9994,4354858.75657089,947.99,939.27,2655.65294879,160.11,164.08,292882.06121508
2018-03-16 00:00:00+00:00,8249.5,8250.0,56404.93713158,609.9,598.77,133513.13605543,0.68197,0.677,52111891.65603504,0.9969,1.0,1282710.31540433,940.75,970.18,3549.23510822,164.09,163.84,174436.81274316
2018-03-17 00:00:00+00:00,8250.0,7845.0,48918.44713816,598.77,548.82,141331.89921437,0.67701,0.62635,37859458.76825378,0.9998,1.001,963306.10287656,970.0,947.15,2164.08786116,164.11,152.2,144364.12254209
2018-03-18 00:00:00+00:00,7838.6,8200.3,88941.82113808,548.57,536.73,661848.3647657,0.62635,0.6498,108106525.51988228,1.0004,0.9969,2703420.35888938,945.53,932.39,2442.93945181,152.13,153.53,338402.05869781
2018-03-19 00:00:00+00:00,8200.3,8600.2,73251.92027749,536.72,554.99,346871.20325187,0.6494300000000001,0.71945,85067958.15190019,0.9979,1.0,2006414.00481294,932.39,991.65,3246.87006763,153.61,161.49,236366.91118617
2018-03-20 00:00:00+00:00,8600.2,8899.7,54284.58176604,555.0,556.38,226632.37182265,0.71945,0.69915,71515109.25958453,0.9999,1.0013,1781019.69816899,989.01,1060.96,4656.81169331,161.59,168.73,178490.12158529
2018-03-21 00:00:00+00:00,8899.8,8888.2,36825.6486453,556.38,558.78,166074.40608221,0.69938,0.67704,42900615.72266496,1.001,1.0007,1023296.1155284999,1061.97,1029.59,2346.57017527,168.73,168.53,122754.43796495
2018-03-22 00:00:00+00:00,8888.3,8699.3,40666.51750038,558.83,539.19,140280.91881079998,0.6774,0.65212,34140741.79472464,1.0006,1.0003,1116723.78104454,1029.99,1012.71,2455.88274739,168.53,163.77,125114.26537068
2018-03-23 00:00:00+00:00,8696.0,8914.4,35489.49964724,539.2,543.85,166154.40544354,0.6523800000000001,0.63975,33806688.78226979,1.0002,1.0001,1496714.23592166,1008.88,1032.22,3084.59432997,163.74,168.76,116507.81278077
2018-03-24 00:00:00+00:00,8917.2,8522.6,35409.65531391,543.86,518.8,92897.94799517,0.63979,0.62768,29262893.29650542,1.0004,1.0009,688671.89626366,1024.45,968.5,869.69192927,168.76,158.95,100207.03573873
2018-03-25 00:00:00+00:00,8521.6,8445.0,23490.79929311,518.8,522.41,66874.84551306,0.62768,0.63347,20240651.9122259,1.0007,1.0006,586834.58527338,969.32,969.92,779.60645586,158.89,159.95,77230.38732096
2018-03-26 00:00:00+00:00,8445.3,8131.12312438,41319.32281935,522.41,485.2,178164.04412384,0.63348,0.5876600000000001,37332579.99210549,1.0002,1.001,1228701.09782947,971.96,910.22,2798.1839341,160.0,148.09,218782.25038271
2018-03-27 00:00:00+00:00,8133.2,7784.6,41502.25717373,485.21,448.22,267227.81176551,0.5876600000000001,0.5695600000000001,34071885.39965162,1.0002,1.0005,1473992.83033486,915.39,873.63,1374.45270844,148.09,134.87,186452.93523384
2018-03-28 00:00:00+00:00,7785.0,7936.0,27949.81034184,448.2,445.49,132185.09338814,0.5693600000000001,0.5735399999999999,19297768.20792236,1.0007,0.9996,746318.18997186,874.64,858.99,5449.70841396,134.81,131.53,143843.89712292
