time,BTC_open,BTC_close,BTC_vol,ETHER_open,ETHER_close,ETHER_vol,XRP_open,XRP_close,XRP_vol
2019-01-01 15:00:00+00:00,3841.0,3822.79242638,382.04786222,138.87,138.32,11498.27485347,0.36369,0.36261,679950.40793296
2019-01-01 16:00:00+00:00,3825.6,3832.0,267.59052129,138.33,138.61,4995.39169474,0.3628,0.365,113508.07259268
2019-01-01 17:00:00+00:00,3831.9292196,3827.3,277.41925078,138.57,137.81,2141.34477622,0.36479,0.36428,581609.74376426
2019-01-01 18:00:00+00:00,3828.0,3798.38075255,756.82229747,137.91,137.18,19715.43462709,0.36429,0.36158,700103.15484888
2019-01-01 19:00:00+00:00,3798.2,3844.4,415.38279045,137.18,140.9293295,19149.81733982,0.36158,0.36546999999999996,451141.49291759
2019-01-01 20:00:00+00:00,3843.1,3888.8,2792.79268549,141.07,144.52929769,103966.377083,0.36530999999999997,0.37209000000000003,8758630.64302694
2019-01-01 21:00:00+00:00,3889.8,3866.0,1215.69570599,144.37,143.35,13774.23892476,0.3721,0.37,2400827.53470416
2019-01-01 22:00:00+00:00,3866.1,3869.9,274.78002027,143.35,143.59,15645.23214326,0.37001,0.37084,684968.83545168
2019-01-01 23:00:00+00:00,3869.9,3963.1,2250.59034981,143.59,145.0,25366.13525825,0.37085,0.37719,1712153.23716184
2019-01-02 00:00:00+00:00,3963.0,3948.9,734.11237383,145.05,145.59,18900.37640432,0.3772,0.37438,677270.38233711
2019-01-02 01:00:00+00:00,3949.0,3939.7,196.47414181,145.46,144.0,9414.76784904,0.3743,0.3731,462605.69550694
2019-01-02 02:00:00+00:00,3939.7,3951.3,204.06395016,144.0,144.85,5624.95601318,0.37329,0.37343000000000004,273657.7333824
2019-01-02 03:00:00+00:00,3951.3,3948.4,761.28434394,144.88,144.65,6370.27203234,0.37337,0.37345,346486.64155231
2019-01-02 04:00:00+00:00,3948.8,3946.1,291.37474987,144.65,145.26,9582.50227765,0.37346,0.3732,432435.63377301
2019-01-02 05:00:00+00:00,3946.1,3940.7,172.27596926,145.25692022,144.82,7521.93809741,0.37327,0.37315,123604.05915899
2019-01-02 06:00:00+00:00,3940.8,3924.9,323.06350069,144.81,145.11,8727.78130427,0.37316,0.37101,770070.98305248
2019-01-02 07:00:00+00:00,3924.9,3933.4,1077.60516644,145.1,149.68,55946.67268176,0.37067,0.37256,865704.04794693
2019-01-02 08:00:00+00:00,3933.4,3944.3,550.38347739,149.68,150.63,42707.02926583,0.37251,0.37488,1991009.96243065
2019-01-02 09:00:00+00:00,3944.4758151999995,3936.0,607.89687446,150.77,150.77,15782.26129168,0.37481,0.37349,576753.12231194
2019-01-02 10:00:00+00:00,3936.0,3956.8,1509.58150626,150.77,155.15,44281.1507608,0.37349,0.3766,2960638.06511201
2019-01-02 11:00:00+00:00,3956.5,3951.8,632.77161728,155.14,154.07,18454.23286374,0.37669,0.37839,1103036.16214148
2019-01-02 12:00:00+00:00,3951.9,3955.0,353.42053172,154.11,154.46,8429.79566658,0.37823,0.37755,403087.50548281
2019-01-02 13:00:00+00:00,3955.0,3994.7,3083.81174007,154.48,158.49,46663.14326518,0.37788,0.3813,1453818.32423812
2019-01-02 14:00:00+00:00,3995.6,3987.0,1036.99578221,158.49,157.38,20673.73899713,0.3813,0.37959,672887.1058253
2019-01-02 15:00:00+00:00,3986.8811576,3975.1,498.98952317,157.43,155.15,34638.8491763,0.37959,0.37749,551568.54641038
2019-01-02 16:00:00+00:00,3975.5,4009.4,1815.89408311,155.15,156.0,46904.54215477,0.37748000000000004,0.38616999999999996,2905329.20243882
2019-01-02 17:00:00+00:00,4009.2,3999.0,670.86133425,156.0,155.95,21043.79263871,0.38616999999999996,0.38423,2446241.90697243
2019-01-02 18:00:00+00:00,3999.0,3999.8,599.68212921,155.95513962,155.76,15192.72922027,0.3846,0.38675,688364.87887217
2019-01-02 19:00:00+00:00,3999.9,4003.7,621.93470978,155.75660445,157.52,20104.61769705,0.38675,0.38605,849493.56497352
2019-01-02 20:00:00+00:00,4001.1,4040.0649548,773.62300757,157.5836015,158.59,16223.74594951,0.3862,0.3882,1429707.35944815
2019-01-02 21:00:00+00:00,4040.0649548,4036.3,876.94376402,158.54,160.64,41897.19061487,0.38765,0.387,1489963.29253266
2019-01-02 22:00:00+00:00,4040.151575,4048.15381343,698.08209471,160.66,160.88,14065.095497499999,0.387,0.39011,1620982.98073308
2019-01-02 23:00:00+00:00,4048.1,4048.8,1344.60161819,160.92842803,159.36,37187.43621071,0.3904,0.38683,1650967.48326734
2019-01-03 00:00:00+00:00,4049.0,4016.4,517.70265727,159.51163185,156.5,19756.59493052,0.38694,0.38077,1808542.8406627
2019-01-03 01:00:00+00:00,4016.3,4023.9,623.30247864,156.49480736,158.06,13490.0444873,0.38079,0.38131,1719590.44460215
2019-01-03 02:00:00+00:00,4023.9,4020.0,181.39133561,158.2076175,158.27,6924.24827546,0.38132,0.38092,426675.56145007
2019-01-03 03:00:00+00:00,4020.0,4024.9,89.69813177,158.27,158.72,5194.72736306,0.38092,0.38145,199687.74812160002
2019-01-03 04:00:00+00:00,4024.9,4014.4,170.20262355,158.71,159.14,11485.04780758,0.38145,0.38064000000000003,391751.04126404
2019-01-03 05:00:00+00:00,4014.4,3996.1,498.57828492,159.13,158.61,9383.24597832,0.38064000000000003,0.37924,652755.79600061
2019-01-03 06:00:00+00:00,3996.0,3996.0,140.0057595,158.7,158.7,3466.24947253,0.3793,0.37975,181777.21400283
2019-01-03 07:00:00+00:00,3995.9,4001.8,518.69975785,158.81,158.77,6691.52513925,0.37975,0.38086,611326.69403258
2019-01-03 08:00:00+00:00,4001.8,3977.4,741.16568205,158.76,154.9,34031.97040298,0.38087,0.37333,1758028.40500248
2019-01-03 09:00:00+00:00,3977.6,3985.9,903.78723436,154.98,154.78,28202.44177642,0.37333,0.37462,1093779.03308184
2019-01-03 10:00:00+00:00,3985.9,3980.92357774,316.68845739999995,154.72,154.98,14321.13347626,0.37455,0.3742,206676.01001643
2019-01-03 11:00:00+00:00,3980.9867456,3977.6,377.92172939,155.0,153.25192387,18112.3657368,0.37429,0.3739,918561.37485372
2019-01-03 12:00:00+00:00,3977.6,3996.2,252.91148677,153.25192387,155.1,12854.26748215,0.37399,0.37590999999999997,535117.09677825
2019-01-03 13:00:00+00:00,3996.1,3988.9,289.01827641,155.12,155.07,11337.14331174,0.37524,0.3747,438566.50604969
2019-01-03 14:00:00+00:00,3988.8,3973.01997753,331.3957519,155.04,153.31,16149.69474591,0.37490999999999997,0.37348000000000003,212033.27266501
2019-01-03 15:00:00+00:00,3973.01997753,3983.6,698.04796312,153.57,154.64,12192.30206873,0.37349,0.374,215236.01314219
2019-01-03 16:00:00+00:00,3983.6,3913.9,1522.08788742,154.64645906,152.16,22687.87480066,0.37401,0.36715,3040517.45968396
2019-01-03 17:00:00+00:00,3912.4,3920.2,569.3972408,151.76,151.51048882,17313.65878881,0.36700000000000005,0.36789,899018.57645872
2019-01-03 18:00:00+00:00,3920.2,3923.5,380.20079611,151.29,150.6,16041.12116521,0.36789,0.3665,437968.10985638
2019-01-03 19:00:00+00:00,3920.2,3917.4,316.75434602,150.59,151.36,6406.13951758,0.3665,0.36557,926338.40967661
2019-01-03 20:00:00+00:00,3917.6,3941.4,177.23458427,151.35720198,153.98,12591.242128799999,0.36551999999999996,0.36858,656176.63614228
2019-01-03 21:00:00+00:00,3941.3,3932.4,123.18815165,153.98,153.22,12465.34134317,0.36858,0.36768,346612.47163531
2019-01-03 22:00:00+00:00,3932.1,3932.6,279.77131754,153.22,153.81197325,5583.62984826,0.36793000000000003,0.36913,325780.03118935
2019-01-03 23:00:00+00:00,3931.0,3924.3,501.05214487,153.81197325,152.42,6073.46823046,0.36873,0.36734,149866.78030699
2019-01-04 00:00:00+00:00,3923.2,3910.01186776,419.63140174,152.41686459,152.24802034,25980.61408909,0.3677,0.36596999999999996,910701.61423932
2019-01-04 01:00:00+00:00,3910.01186776,3922.1,204.14975819999998,152.28,153.6,7582.28627841,0.36566,0.36816,336280.61267929
2019-01-04 02:00:00+00:00,3922.0,3918.92199231,141.29794388,153.5944551,152.77,5751.52161283,0.36835999999999997,0.36759000000000003,443348.85445670004
2019-01-04 03:00:00+00:00,3918.92199231,3937.0,546.0977276000001,152.78,156.99,32761.52714843,0.36782,0.37048000000000003,1345078.37495513
2019-01-04 04:00:00+00:00,3937.1,3929.8,288.61395707,157.0,157.38,27436.43635904,0.3704,0.36975,572086.27849521
2019-01-04 05:00:00+00:00,3929.7,3939.9,226.08292162,157.4,159.44,33027.23922405,0.36976,0.37045,400309.31614149
2019-01-04 06:00:00+00:00,3940.0,3943.9,367.1660286,159.44,160.32,19495.95820496,0.3704,0.37148000000000003,616606.40475547
2019-01-04 07:00:00+00:00,3943.8,3947.4,1022.95602441,160.32,159.4,39242.8181382,0.37149,0.37116,564843.13739023
2019-01-04 08:00:00+00:00,3945.8,3938.3,475.01910883,159.4,157.95,19043.58178096,0.37116,0.36849,1026883.88253598
2019-01-04 09:00:00+00:00,3938.3,3927.9,220.00770569,157.91,156.81,14987.04548705,0.3685,0.36641999999999997,1322047.03913882
2019-01-04 10:00:00+00:00,3927.9,3936.5,185.46838895,156.87,158.49,11032.80476143,0.36616,0.36759000000000003,492674.50607052
2019-01-04 11:00:00+00:00,3936.5,3913.7,420.19697141,158.5,155.65,19202.11309957,0.36759000000000003,0.36486,363772.86390569
2019-01-04 12:00:00+00:00,3913.7,3916.11105346,657.92525708,155.7,156.18,18919.69794706,0.36508,0.36461,1598090.80255111
2019-01-04 13:00:00+00:00,3916.1,3904.5,1288.84708913,156.13,155.91,19535.07766487,0.3647,0.3647,383689.87398008
2019-01-04 14:00:00+00:00,3904.4,3873.5,1344.82860144,155.85,151.80239341,52428.95658361,0.36456,0.35996999999999996,2971943.98632281
2019-01-04 15:00:00+00:00,3873.5,3881.2,513.52384234,151.91,153.31371953,24553.25391486,0.3604,0.36175,484234.3516085
2019-01-04 16:00:00+00:00,3881.2,3895.1,645.02637996,153.31,153.59,25781.6161257,0.36146,0.36286,433992.85245343
2019-01-04 17:00:00+00:00,3895.1,3896.1,884.83628546,153.59611185,153.09,13461.68499126,0.36275,0.36329,1161848.42725561
2019-01-04 18:00:00+00:00,3896.0,3880.4,166.06640762,153.08,152.7,8431.72613751,0.36296999999999996,0.3624,126263.78982519999
2019-01-04 19:00:00+00:00,3880.3,3882.2,832.67258323,152.7,153.76,13293.74433774,0.3624,0.3627,320699.20263179997
2019-01-04 20:00:00+00:00,3882.1,3915.8,580.60156107,153.74,156.86,33444.56602939,0.36302,0.36701999999999996,1743345.25411119
2019-01-04 21:00:00+00:00,3915.0,3966.8,1322.02893996,156.78,159.24015378,65235.35581167,0.36701999999999996,0.36972,2367253.68573514
2019-01-04 22:00:00+00:00,3966.5,3960.63975616,364.68429368,159.28,158.69,15601.06743217,0.36930999999999997,0.3679,729519.15506831
2019-01-04 23:00:00+00:00,3960.63975616,3954.9,110.93128572,158.71,158.48,6977.16747992,0.3679,0.36855,184532.6876096
2019-01-05 00:00:00+00:00,3954.9,3989.7,1245.8763953,158.71,164.86,77422.14366533,0.36856,0.37275,5360171.00339529
2019-01-05 01:00:00+00:00,3989.7,3981.0051605999997,331.73103709,164.97,164.87,32250.96567225,0.37275,0.37212,999404.00810696
2019-01-05 02:00:00+00:00,3981.0051605999997,3987.6,312.86453067,164.92,164.48,13923.5410817,0.3721,0.37251,455995.76612395
2019-01-05 03:00:00+00:00,3987.7,3997.5,853.62865809,164.5,165.17,9397.98373796,0.37262,0.37281,408545.55336285
2019-01-05 04:00:00+00:00,3997.6,3992.6,429.33407085,165.14270123,164.23,7430.56562248,0.37290999999999996,0.37129,254003.96813635
2019-01-05 05:00:00+00:00,3992.6,4011.4,529.45038335,164.29,165.2071993,13609.901894100001,0.37138000000000004,0.3733,569308.47582557
2019-01-05 06:00:00+00:00,4011.2,3979.3,747.89987449,165.2071993,161.74,31009.53784489,0.37343000000000004,0.3689,923159.67123965
2019-01-05 07:00:00+00:00,3979.3,3958.93042263,227.07533437,161.74,160.23,16516.99728916,0.36905,0.36439,759077.94305555
2019-01-05 08:00:00+00:00,3958.5,3963.0,203.15148018,160.24,161.44,8343.45236653,0.36439,0.36665,424215.92005488
2019-01-05 09:00:00+00:00,3964.5,3964.9,223.90006904,161.4,161.51,6377.32816356,0.36666,0.36744,258341.96985487
2019-01-05 10:00:00+00:00,3964.9,3959.4,624.80148953,161.52,160.75,14375.69313082,0.3675,0.36663,442827.35441762
2019-01-05 11:00:00+00:00,3959.4,3970.5,248.35794535,160.75,162.74,12214.81378995,0.36719,0.36846999999999996,541650.08583577
2019-01-05 12:00:00+00:00,3970.5,3974.7,165.42884351,162.74,162.49,11859.73893445,0.36846,0.36839,232655.27291979
2019-01-05 13:00:00+00:00,3974.7,3960.1,826.78840838,162.45,161.63,11003.42245275,0.36833,0.3688,245514.74036071
2019-01-05 14:00:00+00:00,3960.1,3958.9,162.20299314,161.63,161.49,9918.09630603,0.36906,0.36895,450999.7756885
2019-01-05 15:00:00+00:00,3959.0,3950.9,1791.50112229,161.48473926,161.05,25846.57046653,0.36905,0.36918,1761738.17711274
2019-01-05 16:00:00+00:00,3950.7,3961.3,1346.23007375,161.05,160.48362782,52976.53932214,0.36883,0.37001,1120697.40007583
2019-01-05 17:00:00+00:00,3959.7,3958.9,313.69290591,160.48362782,161.09,4336.48541999,0.37001,0.36968,208791.63187479
2019-01-05 18:00:00+00:00,3960.3,3971.0,195.60805154,161.08,162.11,7945.62977597,0.36966,0.36924,569480.0413397
2019-01-05 19:00:00+00:00,3971.0,3969.3,888.53899197,162.11,162.06,13929.11123411,0.36928,0.37043000000000004,367867.3759492
2019-01-05 20:00:00+00:00,3969.3,3961.1,548.33102764,162.06,161.5,8112.71130583,0.37006,0.36839,328787.40990072
2019-01-05 21:00:00+00:00,3962.0,3963.4,358.54261878,161.49395327,161.85,3837.13306706,0.36838000000000004,0.3677,157869.30595308
2019-01-05 22:00:00+00:00,3963.4,3929.5,1689.69002376,161.89,159.62,75262.52256004,0.368,0.36380999999999997,11084203.23270261
2019-01-05 23:00:00+00:00,3929.5,3911.9,609.33589554,159.62,158.32,32925.42777326,0.36380999999999997,0.3611,845986.49989296
2019-01-06 00:00:00+00:00,3911.8,3931.1,864.39697259,158.36,159.0,9456.8378484,0.361,0.36529,790246.55062862
2019-01-06 01:00:00+00:00,3931.1,3918.4,320.15043526,159.0,155.46,33985.61070362,0.36528,0.36288000000000004,606489.56860311
2019-01-06 02:00:00+00:00,3918.4,3912.5,446.50919751,155.46,154.7,53244.00969029,0.36295,0.36368,1078626.34018308
2019-01-06 03:00:00+00:00,3912.5,3919.0,155.43497345,154.69468492,156.05075619,15150.55246507,0.36368,0.36419,102693.49039001
2019-01-06 04:00:00+00:00,3919.0,3917.0,84.8800319,156.05075619,156.18,6621.59997111,0.36380999999999997,0.36372,886271.04838431
2019-01-06 05:00:00+00:00,3917.0,3916.9,187.44853358,156.19,156.09,10282.33708874,0.36325999999999997,0.36303,115137.51553099
2019-01-06 06:00:00+00:00,3916.9,3907.2,275.39556339,156.08,155.8,7769.08922329,0.363,0.36302,102641.10823077
2019-01-06 07:00:00+00:00,3907.1945943000005,3896.0,758.42978075,155.79048108,154.71,16479.56128363,0.36301,0.35986,7305099.61995197
2019-01-06 08:00:00+00:00,3896.0,3904.7,299.10147396,154.71,155.23,15276.73176995,0.35975,0.3601,284941.51338808
2019-01-06 09:00:00+00:00,3904.6,3901.7,974.03897136,155.23,155.59,13687.44693455,0.36018,0.36117,572793.21100764
2019-01-06 10:00:00+00:00,3901.8,3925.8,827.59370469,155.59,156.84,16716.63750126,0.36118,0.36483000000000004,935158.02582374
2019-01-06 11:00:00+00:00,3925.8,3943.4,854.21805337,156.83166421,157.77,25956.23835075,0.36449000000000004,0.36508,1729192.87759528
2019-01-06 12:00:00+00:00,3943.4,3926.0,562.16110271,157.88,155.75,22177.43707027,0.36521,0.36265,582576.00432788
2019-01-06 13:00:00+00:00,3926.7,3933.0,208.79661417,155.74307615,156.03,14772.50353716,0.36273,0.36496999999999996,609905.45068056
2019-01-06 14:00:00+00:00,3933.0,3934.8,501.24705070000005,156.12,156.54076514,7040.77376858,0.36495,0.36517,216420.41795579
2019-01-06 15:00:00+00:00,3934.8,3947.7,1626.04328367,156.54,156.72,36598.48688456,0.365,0.36546,1111160.88490325
2019-01-06 16:00:00+00:00,3947.7,3957.8,319.75156012,156.73,157.19,6387.46670987,0.36546,0.36632,595129.24052028
2019-01-06 17:00:00+00:00,3957.8,4190.2,8833.73132221,157.3,162.82147755,96059.19351342,0.36632,0.37869,10297658.73537062
2019-01-06 18:00:00+00:00,4190.2,4168.5,1530.46391303,162.81,161.89,21453.01211457,0.3788,0.37731,1312337.94355984
2019-01-06 19:00:00+00:00,4168.5,4178.7,2182.24974137,161.89,161.614437,20056.6253222,0.37756,0.37851999999999997,881016.22506775
2019-01-06 20:00:00+00:00,4178.7,4157.0,1119.22148222,161.614437,159.89,14402.64747633,0.37851,0.37471,1566699.44328479
2019-01-06 21:00:00+00:00,4157.9,4154.0,622.38688131,159.88554417,160.62,9138.45111792,0.37463,0.37475,1194079.52063238
2019-01-06 22:00:00+00:00,4154.0,4153.9,500.96296320000005,160.62,159.88,16337.04557864,0.37504,0.3747,780171.45043109
2019-01-06 23:00:00+00:00,4153.9,4168.4,1125.11865002,159.88893246,160.84,17977.92045362,0.3747,0.3768,883796.3125653999
2019-01-07 00:00:00+00:00,4169.2,4179.6,442.47409695,160.76,160.87,12813.14244191,0.3768,0.37695,973718.30420477
2019-01-07 01:00:00+00:00,4179.7,4154.4,748.6625098999999,160.86,159.49,18235.82445993,0.37690999999999997,0.37538,642761.2706903
2019-01-07 02:00:00+00:00,4154.5,4148.5,536.39908267,159.48790255,158.86165091,14239.17161873,0.37538,0.37390999999999996,698848.49917775
2019-01-07 03:00:00+00:00,4148.5,4152.0,163.72705427,158.89005744,159.32,5253.22624529,0.37390999999999996,0.37377,244325.78701235
2019-01-07 04:00:00+00:00,4152.0,4145.7,226.13164268,159.31,158.83,4795.68118502,0.37376,0.37427,321346.74769295
2019-01-07 05:00:00+00:00,4145.7,4153.6,294.76601445,158.78441635,159.64,8617.19067062,0.37424,0.37489,207443.69380383
2019-01-07 06:00:00+00:00,4153.66778271,4150.2,860.27100373,159.64,159.36,5546.91696269,0.37467,0.37611,793931.58825974
2019-01-07 07:00:00+00:00,4150.4,4155.4,263.3308485,159.36,159.48,6997.74184445,0.37618,0.3826,800391.94797292
2019-01-07 08:00:00+00:00,4155.4,4170.3,1080.34623993,159.47,159.46,5990.47398754,0.3826,0.38411,2265532.05387149
2019-01-07 09:00:00+00:00,4170.3,4101.3,3022.98257299,159.45,155.19,46393.31642401,0.38411,0.37216,3834433.58593047
2019-01-07 10:00:00+00:00,4102.6,4106.7,5.54790366,155.19,155.27,113.74289004,0.37237,0.37181,78649.29279542
2019-01-07 14:00:00+00:00,4107.7,4111.0,0.171,155.16,155.16,1.7,0.37266,0.37266,50.0
2019-01-07 15:00:00+00:00,4111.0,4106.7,0.304,155.25,155.35,13.45540982,0.37181,0.37267,307.0
2019-01-07 17:00:00+00:00,4111.6,4135.2,161.180853,155.35,156.57,2839.34561439,0.37267,0.37482,154509.51640307
2019-01-07 18:00:00+00:00,4135.2,4136.7,924.21109104,156.63,157.13,14811.39698738,0.37482,0.37879,2022456.45801153
2019-01-07 19:00:00+00:00,4136.7,4143.3,298.35779816,157.24,157.16384285,6193.97713863,0.37867,0.37792,694494.97156186
2019-01-07 20:00:00+00:00,4143.3,4109.9,742.98951664,157.16,155.51,14755.10459747,0.37793000000000004,0.37459000000000003,548407.41834329
2019-01-07 21:00:00+00:00,4110.0,4116.71897142,394.00504075,155.38,154.81,7931.92470205,0.37459000000000003,0.37459000000000003,434322.70976346
2019-01-07 22:00:00+00:00,4116.71897142,4104.9,697.30315543,154.8,154.07,11848.82014292,0.3747,0.37187,2108097.18432155
2019-01-07 23:00:00+00:00,4104.9,4113.9,389.42630478,154.2,154.79,6004.57705326,0.37188000000000004,0.37349,428548.32412548
2019-01-08 00:00:00+00:00,4113.9,4129.2,419.08321565,154.79,155.72,14297.27349133,0.3734,0.37446999999999997,436379.17349793
2019-01-08 01:00:00+00:00,4129.1,4111.0,150.61108199,155.72,154.2,6288.6637843,0.37446,0.371,351300.70006937
2019-01-08 02:00:00+00:00,4111.0,4090.4,1169.94973791,154.2,151.9,63188.39789457,0.37101,0.37085,1310539.31915661
2019-01-08 03:00:00+00:00,4090.7,4090.0,273.564469,151.89,151.78,8791.48953576,0.37041999999999997,0.37031,217061.28132473
2019-01-08 04:00:00+00:00,4089.9,4091.4,158.80637736,151.85,151.99,8386.21942423,0.37045,0.3699,274084.50934958
2019-01-08 05:00:00+00:00,4091.3,4094.9,611.05372914,151.95,151.78,8669.20269415,0.36996,0.3695,251576.82429364
2019-01-08 06:00:00+00:00,4094.9,4099.9,237.04907553,151.72,152.41,9324.92723996,0.36944,0.37201999999999996,253846.3053948
2019-01-08 07:00:00+00:00,4099.9,4098.0,645.9694052,152.42,152.26,19637.83100547,0.37201999999999996,0.37106,567467.474685
2019-01-08 08:00:00+00:00,4098.0,4100.0,1398.30761388,152.14,152.62,6345.29563948,0.37106999999999996,0.371,603187.25375614
2019-01-08 09:00:00+00:00,4100.0,4100.7833352,1724.45364927,152.62,152.75,48245.82477055,0.37111,0.37332,714038.63219083
2019-01-08 10:00:00+00:00,4100.70254437,4110.36518088,575.7468573,152.75157568,153.31,15139.89625183,0.37332,0.37290999999999996,525803.27873629
2019-01-08 11:00:00+00:00,4110.36518088,4143.4,991.73881157,153.25,155.1,24317.46262753,0.37279,0.37654,2079914.02881698
2019-01-08 12:00:00+00:00,4143.1,4130.5,1276.54296861,155.1,154.8,22718.65473879,0.37654,0.3748,493590.68328485
2019-01-08 13:00:00+00:00,4130.52812055,4168.8,1242.53976884,154.8,156.48,14708.59691808,0.3748,0.37785,917787.2281587
2019-01-08 14:00:00+00:00,4168.316565599999,4159.0,303.075672,156.5,155.38,6033.47150011,0.37784,0.37599,1214946.26031537
2019-01-08 15:00:00+00:00,4159.1,4153.1,2480.09048653,155.39,154.71,36612.19944365,0.37571,0.37604,5907355.92879149
2019-01-08 16:00:00+00:00,4153.1,4131.5,1271.41410713,154.71,154.15,36409.97908637,0.37604,0.37479,2609663.7708842997
2019-01-08 17:00:00+00:00,4131.6,4124.2,599.71706255,154.15,153.70342272,4534.54965983,0.3745,0.3719,1257268.34807245
2019-01-08 18:00:00+00:00,4124.2,4130.9,168.30439868,153.63,154.21,5830.14836876,0.37176,0.37299,865913.75703601
2019-01-08 19:00:00+00:00,4130.8,4137.5,212.06839543,154.21,154.03,3775.52080462,0.373,0.37439,551304.7096941
2019-01-08 20:00:00+00:00,4136.0,4108.28200587,1341.83472197,154.1,153.39,5433.61389979,0.37437,0.37109000000000003,1280856.46425471
2019-01-08 21:00:00+00:00,4110.8,4104.9,546.48664926,153.39,153.05,8514.60396756,0.3712,0.3719,1344306.0505354
2019-01-08 22:00:00+00:00,4104.9711560000005,4116.4,407.00751316,152.97,153.61,6831.36299022,0.37187,0.37331,305880.07326603
2019-01-08 23:00:00+00:00,4116.3,4100.0,521.11272534,153.55,152.86,10303.4976996,0.37331,0.37428,720172.77405802
2019-01-09 00:00:00+00:00,4100.0,4098.9,587.62485067,152.88,152.99,6876.78152207,0.37429,0.37287,1066236.80673282
2019-01-09 01:00:00+00:00,4098.1,4152.52635704,1258.06032628,152.95,157.22,67804.1533169,0.3731,0.37761999999999996,1234462.4051935
2019-01-09 02:00:00+00:00,4152.5,4135.5,505.00053437,157.36,156.70844072,15058.62847319,0.37781,0.37596,513721.29064179
2019-01-09 03:00:00+00:00,4135.4,4138.9,123.16010586,156.7,156.42,3508.07220998,0.37551999999999996,0.37556,490678.59655158
2019-01-09 04:00:00+00:00,4139.0,4151.7,130.03327179,156.39,156.61,4048.19992025,0.37543000000000004,0.37704,238355.68496001
2019-01-09 05:00:00+00:00,4151.7,4139.1,125.41780348,156.6,155.6,9978.49015906,0.37719,0.376,285295.07154806
2019-01-09 06:00:00+00:00,4139.9,4138.2,85.7718051,155.59,155.25,3699.22731923,0.376,0.37587,277730.63120106
2019-01-09 07:00:00+00:00,4138.3,4135.4241143,1012.08494316,155.45,155.6,6240.56385557,0.37585999999999997,0.37593000000000004,157838.54324917
2019-01-09 08:00:00+00:00,4135.4241143,4141.2,1129.81262499,155.6,155.0,13904.97353185,0.37593000000000004,0.37651,2172043.46430132
2019-01-09 09:00:00+00:00,4141.2,4136.2,242.61587289,154.99,155.3,3544.21274121,0.37654,0.37574,334126.53805246
2019-01-09 10:00:00+00:00,4136.25582914,4138.0,151.7476244,155.32,155.53,3688.48587382,0.37574,0.37799,534801.26339619
2019-01-09 11:00:00+00:00,4138.0,4135.0,846.79868505,155.53379998,155.25,7601.33487536,0.37793000000000004,0.37758,970674.24630605
2019-01-09 12:00:00+00:00,4135.0,4117.6,2485.68592303,155.26,154.24,28934.64267499,0.37758,0.37646,1259502.08824628
2019-01-09 13:00:00+00:00,4117.6,4106.5,1323.1240497000001,154.27,154.02,12658.196317200001,0.37638,0.37583,1021023.09049286
2019-01-09 14:00:00+00:00,4106.5,4055.06163639,3623.32544773,153.9510553,152.16,25447.43225593,0.37583,0.36916,3400002.09095411
2019-01-09 15:00:00+00:00,4055.5,4071.30600789,1555.65604917,152.08,152.83,24371.36592101,0.36927,0.37067,5724549.65535096
